411|||Another term used for "information". Hence dialing 411 for information.|||Damn she's fine, I am gonna go get the 411 on her.|||1016,178
cushion|||An object comprised of two sheets of fabric stuffed with something soft and fluffy, to various degrees of comfort. Can be found on couches, beds, sofas, chairs, loungers, and even thrown on the floor.|||Not having anything more dangerous at hand, I decided to throw a cushion at him.|||24,14
cushion|||A best friend with whom you can act stupid with and lean on.|||Hey cushion!|||2,0
cushion|||A fat woman.A spoiled, overindulged girl or woman with a sense of entitlement.|||I never liked fairy princesses or any princess of folk tale lore because they were vapid spoiled cushions.She's such a nasty little cushion, always demanding her way.|||2,2
cushion|||A cushion is drug that makes the comedown of another drug easier to deal with.  A cushion can also be taking a small amount of the same drug when coming down.|||I'm using my last pill as a cushion.|||13,14
cushion|||A girl of any background or ethnicity that is not too skinny or not too fat more so falling along the average scale.|||Snooki is a cushion who can deal with alot of pushin.|||7,10
pissa|||Massachusetts slang 1. Meaning cool2. Can be used as a noun when someone   does something stupid.|||"That car is wicked frickin pissa""Dave your a pissa"|||297,114
pissa|||when something is too awesome to describe.|||the pats are wicked freakin pissa dude.|||107,38
pissa|||From the old English “pisser” meaning something very unpleasant or painful.  Local Massachusetts accent caused the “r” to be dropped and slang usage caused the meaning to be reversed, creating the word pissa. An interesting development is that the Massachusetts accent also adds “r’s” to the end of words where they don’t belong.  Consequently, people have started once again to say pisser.|||That homerun Noma hit last night was pissa.|||78,56
pissa|||Really awesome, or bad.New England slang.|||"Oh my god, that car is pissa!" "Joshua, thats just pissa, now I have to pay to replace their window".|||68,63
pissa|||A really shitty version of pizza that tastes like burnt up dog shit|||This Pizza is really shitty, its pissa|||27,40
pissa|||hilariously funny. to piss yourself laughing.|||"how funny was that movie""it was a pissa"|||35,66
pissa|||portuguese word for dick.|||ai que grande pissa- oh what a big dick|||26,62
crown|||short 4 crown royal|||pass dat' crown ova this way|||207,89
crown|||blowjob, head, dome, etc.|||Person 1: I got crown from your sister last night.Person 2: I was wondering where that red sore on her lip came from.|||63,38
crown|||The 3 finger sign that BrokeNCYDE does.Used in the song 'Get Crunk'|||"Put your motha fuckin crowns up! What!"|||19,9
crown|||elegant old woman's dress hat, especially a black woman (colored lady)|||She was dressed for church, including her crown.|||93,85
crown|||Top of the peanis.|||"Damn dipped my crown in the toilet again.""Fucking doctors, this crown is the only thing they left me with."|||62,58
crown|||A term invented by plateau and spaj. Known as the new definition for greatness and pure crownage.|||plateau and spaj were crôwned the champions.|||9,13
crown|||a blowjob, dome, head, etc.|||Person 1: Yeah, that bitch was giving me crown right after i met her.Person 2: Damn dude, you're the king.|||21,25
Time sink|||Something that takes a lot of your time and effort in order to be completed. Fequently used in MMORPGS to make customers play longer, thus making them pay more. Time sinks are very, very, very, very, very bad. DAOC or Dark Age of Camelot is the king of the time sink.|||I have been trying to level this artifact for the past 10 years. I love this time sink.|||22,2
Time sink|||A website that is interesting enough to lead office workers to spend lot of the company time surfing that site.|||"The Urban Dictionary is one big time sink.  I spent two hours on that site and didn't get any work done.|||24,10
Time sink|||A term used for videogames that require a great amount of time to be invested in them.  A defining characteristic of a time sink is that due to the immersiveness of the game, the time spent playing these games feels small when in reality, the gamer has been playing for hours.|||Do NOT play Civilization 4 or Oblivion.  Those games are such time sinks that when you finsih, you'll be paying for your next game with your retirement checks.|||13,6
Time sink|||Something that takes up a lot of time and produces few or no tangible results. Usually a website.In general, a waste of time.|||(Choose one: Facebook, MLIA, FML) is such a timesink.|||4,1
Time sink|||Anything which takes up a lot of your time. I can be homework, a diy project, a tv show, or even a ridiculously long nap. It can be enjoyable, or even productive, but it requiers sinking a lot of time into it... therefore timesink.|||I decided to start baking my own bread... didn't realise it was such a timesink.Mad Men is great, but it is such a timesink.|||2,1
Time sink|||A person that is high maintenance, not from a financial viewpoint, but from an unacceptable demand on your time. Most often a client that requires an inordinate amount of hand-holding, explanations, or wooing.|||I had to back away from that time sink. She was already into me for 8 hours before I wrote even one line of code.|||6,5
hyped up|||Very excited for nothing|||guy 1: shortie gave me her numberGuy 2: damn u hyped up she not even that bad|||1,1
quart|||Common name for a 750ML bottle of hard liquor in the East Cost of Canada. Can be defined as 32 ounces, 4 cups, 2 pints, or 1 quart.|||we went to the licquor store and bought a quart of vodka.|||90,20
quart|||noun.  The simultaneous co-occurrence of a queef and a fart; sometimes due to a recto-vaginal fistula (small tear in the anal wall connecting the rectum to the vaginal canal), but sometimes the result of a queef and fart occurring simultaneously by sheer coincidence. verb.  To queef and fart simultaneously.|||Sheila spread her legs and let the juiciest quart I ever had the displeasure to hear.  I couldn't believe how loudly she quarted.|||64,32
quart|||Quarter Ounce of Marijuana (consumer amount roughly 7-7.5 grams)|||Motherfucking dealer ripped me off, I wanted a quart but only got a 50!|||30,14
quart|||pronounced QUA- ART. i small queef fallowed by a large vaginal discharge up to a quart|||i was taking a bath with my girlfriend when she quarted in the tub, i threw up on her titz to even out the disgustingness of our what was meant to be a romantic 1 year anniversary. i took both towels and left her.|||21,9
quart|||noun: a puff of air originating from the rectum but released from the vagina, i.e. a fart redirected to the vagina. verb: to produce or emit a quart. NOTE: this occurs when a woman has a recto-vaginal fistula, i.e., a small tear in the lining between the rectum and the vaginal canal. Unlike a normal queef, a quart smells like a fart because the air comprising it originated from the digestive system.|||Helen held her asscheeks shut tightly, trying not to fart, but  because of her fistula, she couldn't help but let a huge quart insted.|||37,27
quart|||Noun. To go for a quart in Cork, Ireland means to go to a bar for two pints.|||Do you want to go out tonight?Yes I do but I have work early so I'll just go for a quart.|||3,5
quart|||When you queef so hard you shart out vaginal fluids.|||She quarted all over my face and I threw up all over. Not only that but my face is infected with all different STD's.|||4,6
biffy|||outdoor toilet particularly in the midwest|||kristine pooped in the biffy|||62,34
biffy|||Biffy=Bathroom, Restroom.|||"I'll be back I need to visit the biffy"|||82,59
biffy|||best friend forvever , a more musical version of bff|||1)ohhh i love you , you're my biffy!!2)hey biffy come on over|||67,54
biffy|||Bathroom In the Forest For You. Latrine.|||"Please be my buddy and guard the door, I have to use the biffy."|||3,0
biffy|||Friend With BenefitsBooty CallFuck Buddy|||I'm about to call my biffy to see if he/she wants to chill|||2,5
biffy|||A word used by best friends whose love for each other is untouchable & unconditional. The word is used when addressing the best or speaking of the friend to others. Other words also commonly used are "Bifster" "Biffinator" and the ever so infamous "Biffy Bifferson"|||Example #1Best Friend #1: Biffy! I'm so happy your here!Best Friend #2: Of course I came Bifster, I'm your best friend, I wouldn't miss this for the world.Example #2:Best Friend #1: Does this outfit make me look fat?Best Friend #2: Girlfriend! You look great! I don't have ugly friends, you should know that by now Biffy Bifferson!|||3,14
biffy|||An underground name for a very attractive woman or a woman's Vagina.|||Chris: Yo Beck, gimme that BiffyBeck: Eww no way Freak!|||11,23
uniball|||a man only having one testicle|||Stevie K has is a  uniball because he only has one testicle|||63,10
uniball|||to hit someone so hard in the nuts that their testicles fuse together into one. essentially its a really hard sackwhack|||if u dont shut up im going to uniball you|||14,4
uniball|||A pen making company|||I have a uniball pen, and my friend thought the pen only had one ball|||19,14
uniball|||1.A person with one ball.|||he is a Uni-Ball.|||12,7
uniball|||two balls that have been fused together into one|||You touch her again i will fuse your balls into one big Uni-ball|||1,0
uniball|||A person with only one testicle.|||Wow that kid is a uni-ball or, suck my uni-ball|||5,4
uniball|||An odd attraction in the form of a online game that draws out all nerds, geeks and people who generally don't shower.|||I'd rather clean out the crabs from my pussy with a rake than to play another second of Uniball.|||16,15
fake|||if your bitch moans and looks you in the eye its fake||||||3869,1055
fake|||A person, the vast majority of the time a female, who acts too nice to be real in order to lure in pathetic dopes and use/betray them, frequently crushing the victim's soul in the process. Symptoms of fakeness include wearing a huge, phony, Botox-looking smile the entire time, saying "Hiiiiii! How are you!" a lot, using an overly sweet tone of voice that's so dripping with sap it makes you want to vomit, and just generally being overly perky all the time. A fake chooses her victims very carefully, usually very naive individuals, waits until the victim has divulged their deepest, darkest secrets, then spreads them all over the school and makes sure the victim is absolutely miserable. AVOID AT ALL COSTS.|||A fake meeting her victim: Fake: Hiiiiiii! You look really lonely. Do you need a friend? You can trust me with anything.Victim: That would be really nice...I never have had any real friends before.Fake (under breath): Ha! She took the bait! THIS is gonna be good!|||1739,534
fake|||Something that isn't real, even if you want it to be real through wishful thinking.|||Lindsay Lohan's boobs are totally fake.|||1319,571
fake|||1.) The opposite of real, genuine or proven.  2.) Sometimes applied to people who are accused of being something they are not. See poser.|||A Cubic Zirconium is a fake diamond. You are such a fake. Give me that microphone before you choke on it.|||888,399
fake|||Someone who acts fake is someone who talks shit about a certain person, and then when that certain person is around they are nice to them|||Becky- I love how last night Tiffany And Devonann were talking shit about Rachel, and now they are over their hugging her and laughing with her.Stevie- Yeha poor Rachel doesn't know that those bitches are totally fake to her|||380,135
fake|||not real|||ja rule|||596,364
fake|||Internet Forums' new curse word used to describe remotely ANY possible video on the internet. The level of negative energy that is emitted by FAKE is comparable as that to an annoying movie goer who spoils the movie that you watch, or the viewer who spoils the magic trick that you see, or the viewer who suffers from an inferiority complex and copes by demeaning the essence of any form of media by babbling of how something is fake.|||"Omg, did you see the guy who was shot in the face? That was so fake!""I saw this vid where someone threw his monitor down 2 floors. That was so FAKE!""I just saw a video about anything. that was so FAKE!""Did you see the video about the cat who chased the ball? That was so FAKE! They dubbed in the ball with a greenscreen! See? You can see the lines!!!!!1111"|||328,159
floor|||Something only men realize to be just a very low shelf.|||"Dude, have you seen my underwear?""Try checking on the floor somewhere."|||263,65
floor|||1) To knock a person off of his/her feet, or to stun (eaxaggeration).|||My statement about the latest stock market developments floored him; he was stunned. Frazier floored Cosell with a huge left.|||92,36
floor|||Floor(N): (1: Very large place where lazy people put thier stuff.(2: Place indoors where people walk.|||(1:"Where's the remote?""On the floor.""Where's the stove?""On the floor." <lights go out>"Where's a torch?""ON THE FUCKIN FLOOR!" (2: "You walk on the floor"|||68,39
floor|||A combination of flirting and a whore. A person who is addicted to flirting and can not stop. this usually leads to flirting with many many people including close friends and ex's. Often causes people to be lead on. can be spelled floor or Flhore|||Guy 1 " dude i think Sally is really into me"Guy 2 "what are you talking about? why would you think that?"Guy 1 " she was all over me during that movie last night"Guy 2 " ahhh. man stay away from her. shes a floor."|||60,42
floor|||The place where call center agents work.  Usually the largest part of the call center, composed of sprawling rows and columns of cubicles that stretch so far that you can see the curve or the horizon before the back wall.|||Mike went out onto the floor after a week of training.|||20,12
floor|||(Noun)df: The largest shelf ever made|||"Hey mom! What should I do with these groceries?""Just put them on the floor for right now, honey!" OR "Ugh, there's so much stuff on my bed! What am I going to do with it all?"*Throws everything on the floor*|||23,16
floor|||The dance floor or club floor or a bar floorThe place where the party is atTo hit the floor-to go out to wherever the party would be at that night, whether its a house party to a club or a bar|||Jake: Yo dude that GTL was sick today man, you ready to go out?Alex: yeah, man its T Time (Jake and Alex proceed to put on their respective shirts)Jake: lets hit the floor broski|||12,7
bottom|||1) Someone who prefers to take a more submissive role in sexual situations.  This definition pertains to the B/D/S/M (Bondage and Domination, Domimation and Submission, Sado-Masochism) scene. 2) A homosexual male who either a) enjoys receiving anal penetration or b) is activeluy involved in being anally penetrated.|||1) You can tell she's a bottom because she's wearing a collar. 2) Oh, Jeff is such a bottom.  As soon as any cute guy walks past he's on his back with his knees by his ears!|||1234,422
bottom|||A homosexual male (sometimes used to describe a homosexual female) who normally has the submissive role in sex, not pertaining to physical positioning.|||At first notice he seems like a great dominant top, but when you get him in bed he turns into a shy, coy bottom.|||684,347
bottom|||Someone who takes it up the ass in sex. A.K.A. Daniel James Howell|||"Hey is Dan top or bottom?""Hes definitely a bottom. Have you seen him?!"|||322,65
bottom|||As a verb, to be the bottom in gay sex.|||He's usually a top, but he'll bottom for the right guy.|||445,242
bottom|||Anyone in a submissive position in a BDSM relationship, not just homosexuals.|||I'm a bottom, because i like to be spanked and told what to do.|||333,216
bottom|||A person of any above description who is more passive in a sexual situation. Allows the other person to set the tone/method of sex. May or may not include S & M, fantasy role play or fetishes. If it does include S & M, the bottom will be the receptor of bondage & pain play and will be the server of the top.||||||239,156
bottom|||the buttocks, the hindquarters, the posterior =rear|||Her bottom was sore from the hike we went on the day before, so she decided not to go on a walk today.|||275,195
srs bzns|||Abbreviation of serious business|||The internets are not srs bzns.Try to keep srs bzns to a minimum.|||67,21
srs bzns|||Short for serious business. Also spelled as "srs bzns" if you want to get fancy and all|||Person A - School's out.Person B - ORLY?Person A - YARLY.Person B - bullshit.Person A - Srsbzns. Check the news, smart one.Person B - My bad.|||10,1
binder|||A slang used in the 604, for a person from an East Indian background.|||Yo dude check out that towelhead...he is such a binder.|||134,55
binder|||often worn by transgender men, it constricts the breasts into a more flat chested appearance.|||although he was physically born a female, he is mentally a male, and uses a binder to flatten his chest.|||90,32
binder|||(v) to know a girl (in the biblical sense) after intentionally  getting her drunk.|||1. Yo, dawg. you shoulda seen this phat bitch i bindered last nite! 2. My friend JP bindered Dunny last nite. It was quite classless. 3. Rob tries to binder girls but fails all the time. He sucks.|||83,57
binder|||1) (collective) a number of women2) (collective) a number of nouns associated with women, explicitly or implicitly|||A binder of highly qualified women assembled to be considered for Mitt Romney's cabinet.Major U.S. cities saw a swell of pubic demonstration, united under the banner of "saving Big Bird" and orchestrated by a single, engaged binder of concerned mothers.|||28,10
binder|||A great device for storing women.|||Mitt Romney had binders full of women.Forever Alone Guy: I just bought a binder, hopefully its full of women.This binder is defective, I can't even fit a woman in here!|||21,12
binder|||Devices generally used to store documents, schoolwork, and leaflets of paper, yet Mitt Romney apparently somehow uses them to store his women.|||Jack: Hey man check out these big ass binders I just got at Office Depot.Mike: Holy shit are you crazy?! You can fit a few women inside those things!Mitt Romney and Paul Ryan taking a break from campaigning at a shady club while their wives are asleep:Mitt: Man this club blows ass. I'm the fucking future POTUS and I deserve so much better than this swill they call beer and this nauseating excuse for music.Paul: Yeah and man where the hell is all the pussy?Mitt: I know. Where are... Hey why don't I bring some binders full of women to liven up this otherwise drab joint! I've got tall women, short women, fatties, anorexics, big tits, small tits, et cetera et cetera, take your pick.Paul: Brilliant! I'm down with that!|||11,4
binder|||A Mormon term for a place where eligible women are kept.|||Hunter: Let's hit the bars. It's Ladies' Night.Tyler: Dude, there aren't any bars in Monticello, Utah.Hunter: What the hell? How am I gonna get laid?Tyler: No prob, dude. I'm checking my binder right now.|||15,10
grubered|||When someone lies to you and gets away with it, especially if they brag about it to someone after. The act of being grubered is grubering when someone is in the act of trying to pull one over on you.|||Greg was grubered by John when he bought his neighbors lawn mower, then found out how poorly the mower ran. Later, John was bragging to Nancy about how he had grubered Greg. When speaking to a friend about a transaction you think they were ripped off on. Aw man, you've been grubered!|||78,1
grubered|||(Verb) To mislead the public into believing lies to achieve personal ideological laws pass.|||The President really grubered us on that healthcare bill.|||57,3
no joke|||when you're telling a story thats really exciting and you want people to know that it is true|||'so I'm walking down the street and guess who I saw! Doctor Who, no joke!'|||50,12
no joke|||Pronounced as NoooooO joke. Originated in Offaly.It is often used in a scenario to highlight how serious you are about a matter that would otherwise be regarded as humorous. It can also be used in a sarcastic manner. For example, when you are reply to a girlfriends statement.|||I love dressing like Matt, no joke!orQ: Kevin am I a good cook?Reply: No Joke!|||10,4
no joke|||a comment that in literal context would mean "dont joke" but used as a sarcastic response that is in agreement with a statment.|||Person 1: Man, I am so bored!Person 2: Yeah, No joke.|||20,18
no joke|||True or stating that said statement is "Not a Joke"|||Example 1: I got a Girl and a Job! NO JOKE!!!Example 2: I heard you got shot at? Dude that's, No Joke don't take that lightly|||3,11
no joke|||when somebody make a very bad joke and nobody laughs there is a pause and anybody can claim a NO! this is where anyone that thinks the joke was stupid and not funny can say no! The no has to be said in a jokey manor as your tlaking to your friends and they will mostly likely know it was a bad joke.Most no jkokes are not prepared as jokes they are said in the moment and really should have not left the mouth.so in conclusion a No joke is a joke that is not funny and its infact shameful.|||"you might say that he was all over the news!, ERR NO! ha ha lol :)""that was such a no joke!, lol yeah sorry was funny tho, still a huge no :)!""no!"|||0,21
no joke|||no joke is a saying used in describing a smoking hot girl. like jessica simpson or lindsay lohan and hilary duff.|||Daaaam that girl is no dam joke bro shes fine as hell. dam bro ur girl is no joke.|||9,31
no joke|||used when you are at the top of your game. NO JOKE (v) also see NO GAMES PLAYED! when are basically nothing to fool around with you hence become NO JOKE!|||wow i just banged that girl right there.... lol you are basically NO JOKE!|||3,33
alrighty|||alright with a "y" on the end|||"sound good?""alrighty"|||187,87
alrighty|||A "gay" way of saying alright, when you don't really mean or want to say "alright".|||"Call me later, okay." "Alrighty."|||438,372
alrighty|||a variation of "alright" that is often used to signal one's desire to bring a conversation (in-person or on the telephone) to a conclusion. It precedes the final goodbye at the end of the conversation.Similar to "alright then", or "okie-dokie"|||Alrighty, sounds good, I'll talk to you later. Bye!|||82,36
alrighty|||Alrighty(noun); another form of alright. can be used as alrighty, alright-ee, alright-ay, or iight-y|||Hayley: Want to go see the Jonas Brothers concert with me?Nick: Alrighty!|||75,49
alrighty|||a bro word said by bros, means that you accept something.|||hey can you finish that word Max? Alrighty sagee.|||21,27
alrighty|||a stupid thing that certain ppl say when they have nothing else to say, even when they could write something else but really dont care what it is you are saying, also mostly used by girls|||A: i just went to an awesome partyB: alrightyA: my cat just diedB: alrightyA: i hav eyes, lolB: alrighty|||43,53
alrighty|||Cute twist on the boring word "alright"Also, many of you will remember its usage in the halliriously stupid film "Ace Ventura: Pet Detective"|||Hey dude, let's go to the Surf Shop, yo!Alrighty!|||106,255
give up the ghost|||Verb: to die in a submissive, peaceful fashion; or to die quickly, with finality, often brutally.|||The freight-train barreling towards him, his foot still stuck, no time, he decided to give up the ghost.|||94,26
give up the ghost|||to die, but can be used in reference to inanimate objects, ie, to stop working.  In the case of subject matter, it means to reveal a secret, punchline, or conclusion.|||Micah's birthday party is to be a surprise, but Brian might give up the ghost.|||74,36
give up the ghost|||To stop trying to do something because you aren't getting what you want for your efforts|||I wanted to get back with my ex but now I'm 'bout to give up the ghost.|||39,14
give up the ghost|||To die, break, stall, or malfunction.|||I was late to work today because my car decided to give up the ghost.|||3,6
give up the ghost|||to die, to succumb|||If he does give up the ghost, love will never be the same.|||14,23
give up the ghost|||To have sex with the same gender for the first time.|||Jamal was in prison for 3 weeks and was forced to give up the ghost in the shower stalls.|||10,73
cruft|||1. The dust that gathers underneath a bed, 2. Shoddily constructed or made, 3. Bad code, 4. Accumulated physical or virtual junk.|||Jim had to spend several days cleaning up the cruft left behind in the code by the newbie programmer.|||111,43
cruft|||Using the algorithm for finding the average: (crap+stuff+sh*t)/3 = cruft This is the true etymology of the word|||That C++ library goes in the "cruft" folder.|||90,41
cruft|||Referring to any extraneous matter, either physical or ideological. First used in describing the portions of a grain that cannot be utilized for any particular purpose, and are thus discarded from the harvest.|||Many people allow cruft to gather in the attics and garages of their homes.|||55,18
cruft|||Unimportant or trivial writings that take up space on servers and consume bandwith, as in a blog.|||My friends, to help fulfill my lifetime endeavor to add to the cruft of the World Wide Web, I hereby announce my new blog.|||28,12
cruft|||the all-purpose word. can be used to mean: stuff, junk, mess, dumpster, aluminun can, and bicycle|||Man i gotta clean my room. I have too much cruft everywhere!|||25,21
cruft|||Poorly presented and extremely limited programme based on...wait for it....dogs! It is the lowest of the low, a live dog show on BBc2 every mutha fucking year!!! The only thing worse is "One man and his dog" which rather suprisingly also is based around dogs.|||"I needed medical resusitation after watching crufts last night,"|||7,10
cruft|||An enclosed area that is both stuffy and cramped. Often found to have an elevated temperature.|||Lover: "Why'd you go outside babydoll?"Cricket: "It was way to cruft in my room..."|||2,13
Slush|||(N) A person who is extremely whorish and who drinks too much alcohol.(Adj) Slushy|||The girl that took her top off in the bar tonight was a major slush.Sometimes when I go out with my friends I turn into a slush.I like to get slushy when I go out drinking.|||57,39
Slush|||-noun Source Links Under Shared Headings A social bookmarking term.|||“I gota go slush some sites.” – “If you must slush, please do so responsibly.”|||83,80
Slush|||v. To insert context appropriate images into chat dialogues.|||User1: I just found a dollar on the ground.User2: success_kid.jpg User1: Oh, snap. I've just been slushed.|||7,4
Slush|||a female slut that also drinks too much alcohol, commonly known as a lush, or a drunk.|||guy 1: I hooked up w/ that girl last nightguy 2: who hasn't? that chicks a slush|||11,10
Slush|||A person who is a slut and enjoys drinking alcohol until sloppy. Not classy.|||Get your slush friend off the floor, it's only 10pm!|||6,6
Slush|||A slutty lush.Also see slushie.|||Johnny: That drunk, slutty girl with her tits hanging out is definitely going home with someone tonight.Jimmy: What a slush. Maybe I'll get lucky.|||8,8
Slush|||A slush is a girl who is both slutty and a lush. The two have often been interchangeable, in the sense that a girl who drinks a lot is often very promiscuous.|||Matt: Jessica is such a slush. You could do way better.David: Totally.|||10,12
Ghost Load|||When You ejaculate but nothing comes out.|||I jacked off and Jizzed 9 times today. 11 if you count the ghost loads.|||537,133
Ghost Load|||When one reaches the climax during auto-eroticism and ejaculates to an indeterminate location.  Even upon closer inspection and Sherlock Holmes-esque investigation the payload   remains missing and/or lost to the ages.|||I was flogging my dolphin last night and when I shot my dick snot I couldn't find it anywhere, it was a total ghost  load !!|||58,37
Ghost Load|||A ghostload is the 'invisible' load that comes out of a climaxing penis when one has masturbated or had sex more then a certain amount of times in a row. Usually about the 5th or 6th time in a two hour timespan.Since the testicles can only produce so many sperm per day, your balls eventually runs out of it when you orgasm too often without resting properly.Although blowing a ghostload doesn't feel like a real accomplishment for the participant(s), it does however have the advantage of no afterwards clean-up.|||Friend 1: I had sex with Jimmy's mom so many times yesterday that at the end of the night I only blew ghostloads over her face.Friend 2 : That's awesome.Friend 1: Yes.orJohn: Dude! What the hell are you doing jerking off over my sleeping grandma!!Matt: Jeez, relax man, it's only a ghostload.John: Oh, sorry, my bad.Matt: no problem, high five!|||22,6
Ghost Load|||Refers to the leftover mess when a man ejaculates (usually through masturbation) without washing his hands, leaving traces of semen on his hands or other parts of his body. Others near the carrier of the ghost load often come into contact with the body part afflicted by the ghost load without ever knowing it, hence the term "ghost" load.Can be used as a noun or a verb, i.e. "ghost loaded".|||Example 1:John: "Sorry boss, I forgot to wash my hands after my mid-morning whack. I think I got ghost load on that Rep from Anderson Corp. when I shook his hand."Jack: "It's mistakes like this we can't afford to make, John! You're fired!"Example 2:"Let's go to the club and go ghost loading."|||48,39
Ghost Load|||When you maturbate so much, the next time you climax, no semen comes out.|||"I shouldn't have fapped so much last night cuz' i blew a ghost load this morning"|||3,2
Ghost Load|||1. a sexual act often used by a guy who wants to give his girl a facial.  This is only effective from the doggy style or similar position.  Just before the guy cums, he pulls out and spits on the girls back, so that she thinks he's coming, when she invariably turns her head, he shoots right for her face.  This takes skill, agility, good acting and pretty good "long shot."|||Tony's girl was being a prude about facials, so the other night, he pulled the ole' ghost load.|||92,240
Jesus Christmas|||This combination of words refers to a moment in time when you are suddenly overwhelmed, hurt, in disbelief, or just plain in the Christmas spirit. It can replace several profane words to create a tasteful way of expressing your feelings.|||"Jesus Christmas, Jeff just threw up all over that chick!!""I think I broke my pinky toe... Jesus Christmas!!""Jesus Christmas that's a big present under that there tree Uncle Bernard!!"|||14,4
Jesus Christmas|||A jokingly and less offensive/disgraceful approach to using "Jesus Christ" as an interjection.|||"Jesus Christmas! I think I just ripped mah panties!"|||6,5
Jesus Christmas|||Jesus Christ for those hardcore catholics/christians who have NO BALLS and will not seriously take the lords name in vain|||"Jesus Christmas i dropped my fone in the pool"|||5,6
Working Stiff|||A person who works for a living. A wage earner of some sort.|||Fred: I heard they're handing out $50k to people with bad mortgages. Do you think the average working stiff will see ever a dime??Steve: No chance in hell.|||19,2
Working Stiff|||A person sporting a woody at work.Also, the action of working while having a stiffy.|||I was working stiff this morning, bro. Still had a raging bone when I got to the office!|||5,6
spot|||v.  to lend money to another.|||Hey, can you spot me 50 g's?|||409,76
spot|||v. To watch out or assist someone that is exercising, especially when using potentially dangerous equipment.n. Someone who spots.|||I can bench 120 on my own but I need a spot to get up to 150. After my first hernia I decided I need a spot when I bench.|||233,88
spot|||1) a place, which may or may not physically exist, which brings great joy or pleasure.2) the place where everything happens|||1) "Man, those 10 shots of Everclear really hit the spot.  That's exactly what a playa needed." (passes out) Bill Lumbergh, in bed with Jennifer Aniston: "Yeeeeaah, if you could move a little to the left that'd be greeeeaaat.  Yeeeeeaah, that's the spot." (drinks coffee) 2) Tyrell: "Yo let's go to Club One tonight and get da mac on wit some bitches."Loc-Dog: "Hell yeah nigga that place be da SPOT."|||156,78
spot|||Spoh-tss - where a small amount of marijuana is rolled into a ball and then pushed together between two red hot butter knives or flat spoons, that have been pre heated on a gas cooker or stove top|||I had less than a dime bag left so i rolled up some spots, heated up the knives and got cut|||83,33
spot|||To cover someone with money when they need it.A place to skateboard, smoke bongs, chill or eat.|||1. "I gotta bribe the UAE officials to get off the charge's. Reckon you can spot me until we get back to Australia?""Can yo spot me 5 bucks for lunch dude."2. "I found a new spot last night. Its called the 'Mercury Manual'.""Pull up here, this'll be a sweet 'chop spot'.""The Spot will probably be pumping when we rock up.""This looks like a nice Spot to eat our Fish N Chips."|||87,38
spot|||A name people name their dog when they can't think of something original.|||"my dog spot loves to play fetch."|||77,42
spot|||British slang for acne/zits/pimples|||“You do realise that I am a teenager and highly susceptible to spots, don’t you?” He asked with a snort. “With all the chocolate you are feeding me, you won’t be able to see my face next week.” “Ahh, but I know someone who makes this great potion for teenage acne that is a personal invention and not readily available..."|||49,26
Mouse over|||To use the mouse to move the screen curser over a spot or area of the computer screen.|||Mouse over the text block and it will appear.|||8,5
Mouse over|||To use the mouse to move the screen curser over a spot or area of the computer screen.|||Mouse over the text block and it will appear.|||4,4
Creel|||To be OILY, DIRTY, GREASY, SLIMY, OBESEY.  Found in Horry county, South Carolina. Associated with Oil, as in snake oil, expensive crude oil (with added alcohol from his extensive supply to make the oil supply appear larger than it really is), with the oil used in extensive smearing and schmoozing, and with the oil used to start fires to burn down Airport buildings and schools.  The town of Conway SC is so thick with Creel oil, a mere 'lightning strike' may ignite part of, if not all of, the town at any time. Especially if Creel has it insured.|||Creel takes money Creel shits oil|||11,9
Creel|||A type of small wicker or osier basket, used by anglers for holding fish or other seafood catches.|||Fisherman 1: "Look at this fish I just caught."Fisherman 2: "Nice one. Go ahead and put it in the creel."|||4,5
Dumpy|||Someone who is unusually fat and short at the same time. It does not have anything to do with a dumpster or being dirty. It is very similar to a chode, a penis that is fatter than it is long. Many girls can be called dumpy even if they are just a little bit squat.|||"I don't know what you were thinkin last night dude, that flooz was dumpy as hell. Were you blind - she was like 5'1" with a gut. She was pretty much Yoda."|||288,163
Dumpy|||Slang for Blumpkin|||My girlfriend doesn't like the word blumpkin because her parents over hear us talking so we say dumpy. Once I said to her "Hey let's go to the men's room for some dumpies"|||51,25
Dumpy|||adjective- an expression used to describe feelings of euphria and joy. Excitment is also a common usage of the word.Dumpies is also a good thing, it can be anything.|||I said "Dumpies sauce" as I hit the jump shot. That touchdown pass was dumpies. Dumpies sauce all over your face!|||30,21
Dumpy|||When your booty sticks out further than the back of your head.Or just a fat ass.|||You see dat booty? She got a dumpy bruh!!!|||27,19
Dumpy|||Taking a selfie while taking a dump|||"Let me take a dumpy"|||6,1
Dumpy|||It is an adjective that can be used in multiple ways. The main use of the word is for negatives reasons. Whether you are calling someone stupid, weird, gross, disgusting, skanky. You can use dumpy to diss your friends if they say something stupid, if your feeling gross, if you think someone is gross, or if you think someone is skanky or a slut.|||Ryan: I masturbate to All American Rejects er day.Adam: Oh my gosh you are sooo fuckin dumpy, shut up..Jewls: Ugh Im so sweaty and gross from practice I feel so dumpy.Grover: Hey did you see that gross girl with the skirt that was so short it could be a belt.Renee: Yaa!! She looks like a dumpy hoe!|||11,9
