slang|||neu|||411|||Another term used for "information". Hence dialing 411 for information.|||Damn she's fine, I am gonna go get the 411 on her.|||1016,178
common|||neu|||hoe|||A garden tool which used to break up the soil to plant shit!! duh..what do you think it is|||i got 2 dirty hoes in each hand|||1903,1645
slang|||neg|||hoe|||any female who would fuck anyone at any time and anywhere. a female who lets every one shes been with go in raw dawg!|||Damb! there goes that hoe that tryed to get with my man.|||1064,840
slang|||neg|||pissing contest|||A pissing contest is any argument that just goes back and forth between two individuals but never gets resolved.|||Joe: "I can piss farther than you can."Bob: "No you can't!"Joe: "Yes I can!"Bob: "No you can't!"Joe: "Yes I can!"Bob: "No you can't!"Joe: "Yes I can!"Bob: "Prove it!"Joe: "OK, you go first!"Bob: "No, you go first!"Joe: "No, you go first!"Bob: "No, you go first!"Joe: "No, you go first!"... and so on. Pete: "Man! That's one helluva pissing contest you two guys are having."|||836,80
slang|||neu|||pissing contest|||1. A competition in urinating, most likely to see who is able to urinate the farthest or for longest time.  Mostly done between males, although I'm not ruling out the female possibility. 2. An argument where each participant is merely attempting to out-do the other one, not for the sake of the truth coming out, but simply to win. (see pure heavy metal fans of any type of metal, the most uppity in the world.) 3. Two or more parties simply attempting to out-do one another, not for the sake of truly believing in their cause, but just to win in order to gain some kind of power, honour, or reward of some kind. (see politics, particularly Australian politics; see also university philosophy students if there is such a definition)  For good examples of #2 and #3, try Linkin Park, Metallica, Blink 182, George W. Bush, America, John Kerry, Religion, Football, Britain, Airsoft, Paintball, Punk, Skater, Goth, Rap and Ska|||Okay, it's not about what you reckon anymore, it's just become a pissing contest.  Want us to get out the measuring tape?|||319,66
slang|||neu|||pissing contest|||1. (noun) A competition in which two or more people, usually (but not exclusively) male, urinate with the intention of producing the stream with the furthest distance.2. (noun) Meaningless though nonetheless entertaining event or act in which people try to outdo one another.|||The conversation between the two men was merely a pissing contest, both were trying to impress the attractive woman standing nearby with their wit and intelligence.|||105,38
slang|||neu|||pissing contest|||1. a dispute that's a matter of one side's claims or bluster against the other's; a word feud; bickering; belly bumping.  Contrary to some definitions, women are quite capable of(although usually less inclined to) "hold their own" in a pissing contest, which could morph into a shirt-shredding cat fight  2. many of the pointless definitions at this site that every one over the age of 8 already knows the meaning of|||Liberal Conservative Goth Prep Pro-life Pro-Choice Religion Atheist ad nauseum in aeternum|||107,58
slang|||neu|||pissing contest|||1. A contest, usually between two males, to see who can urinate over the longest distance, or for the longest amount of time. 2. A contest in which logical rational argument in the search for truth gives way to emotional and/or personal attacks for the sake of power or reputation. Usually such contests leave a feeling of ill-will amongst all involved, and prove nothing more than who belongs where in a primal heirarchy. Derived from the term "pissing grounds", which are usually urinated on to mark ownership.|||What started out as a rational debate quickly degenerated into a pissing contest.|||74,30
slang|||neu|||pissing contest|||Macho posturing||||||74,55
nodef|||neg|||pissing contest|||Term most famously used by President Lyndon B. Johnson, perhaps the most foul-mouthed senior politician in the history of the USA, who famously instructed us "not to get into a pissing contest with a polecat." Unfortunately, Johnson failed to take his own advice and embroiled American troops in Vietnam.|||Given that I instructed my fellow Americans not to get into a pissing contest with a polecat, the sheer amount of urine on my business suit is a tad surprising.|||43,27
ref|||neu|||Ruby Murray|||cockney rhyming slang for a curry|||i fancy a ruby murray|||64,13
slang|||neu|||trade last|||a compliment that I heard about you that I offer to trade for a compliment you have heard about me; can be redeemed at a later date or used as an installment for the future (as in, when someone hears something nice about you, if you have given them a trade-last, they are bound to tell you the compliment you received but weren't around to receive it)|||Me: "Hey! I heard Peggy thought your butt looked great in those jeans."You: "Wow, really? That's awesome!"Me: "Yeah, that's a trade last, so now you have to tell me next time someone says something good about me."You: You got it!(six months later)You: "Hey! I heard Peggy thought your butt looked great in those jeans."Me: "Wow, really?"You: "Yeah! That Peggy sure is obsessed with butts."Me: "She's not very discerning, either."|||4,0
slang|||neu|||prego|||a pregnant chick, type of porn|||that prego is huge and ready to pop|||501,196
slang|||neg|||prego|||Knocked up; bun in the oven|||That Missy girl on our floor is Prego.  She is due any day now.|||361,140
common|||neu|||prego|||"you're welcome" in italian|||"scuze! grazie!""prego"|||355,186
ref|||neu|||prego|||Good spaghetti sauce.|||All I buy is Prego spaghetti sauce, whenever I cook Prego.|||208,168
slang|||neu|||prego|||This is anothe word for being pregnant|||The spring time is when everyone gets prego.|||117,77
common|||neu|||prego|||In Italian, "prego" literally means, "I pray," but is usually used to indicate, "You're welcome."|||Situation 1: "Grazzie, Signore/a." (thank you, sir/madam) "Prego" (as in, your welcome) Situation 2: "Prego!" (as one would offer a seat)|||73,51
slang|||neg|||prego|||Slang for a pregnant chick or a pregnant chick covered in spaghetti sauce.|||Jamie Lynn Spears is Prego.|||102,97
slang|||neu|||FOP|||A 19th century-ish term for what is basically a metrosexual. A dandy, if you will. Usually high-cultured, well-dressed, very social individual who enjoys fashion and parties and prissy things like that. Perfect personal hygiene. NOT always gay, though often so. Often cannot actually afford this expensive, high-class lifestyle but somehow tries to live it anyway.|||"What is he doing wearing that $200 shirt when he can barely pay his rent? Fop!"|||482,83
nodef|||neg|||FOP|||Raoul, Vicomte de Chagny.|||Raoul is a fop. What. I can't think of a decent example.|||365,180
slang|||neu|||FOP|||An fancily dressed gentleman, also called "dandy"|||Zorro's disguise as a fop was brilliant.|||199,62
pname|||neu|||FOP|||the OTHER hair treatment|||I am a DAPPER DAN} man, goddammit! I don't want FOP!|||108,78
abbr|||neu|||FOP|||1. fresh off the plane (because boats are so last century).2. someone overly concerned with their appearance.|||1. When I immigrated to ___, I was so unaccustomed to the ___ which is nonexistent in my home country of ___ that I was gawking like a total fop.2. My ex-boyfriend is a fop.|||34,17
abbr|||neg|||FOP|||Accronym for Fucking Old People.|||I hate driving in Florida because of all the Fops.|||15,8
abbr|||neg|||FOP|||Fresh Of the Plane. An alternative to Fresh of the Boat (Fob) for those who arrive by plane. (n.) slang term for an Asian immigrant that comes by plane|||"Man, what's up with your accent, Fob?""What is Fob?""Fresh off the Boat""I take plane""Fine FOP"|||42,37
slang|||neu|||early bird|||1. a person who wakes up early  2. a person who arrives early|||I am an early bird, but I do sleep in on weekends.|||113,27
slang|||pos|||early bird|||The ultimate way to start an all-day binge. Refers to being up and drunk within 4-6 AM and staying up for the entire day (until you would normally go to bed on a drinking day, sometimes taking you to 24 hours). Make sure you have atleast 1 great drinking ally or several drinking buddies for this veritable marathon of booze. Its lesser relatives are the 'Rise and Souse' and the 'AM attack'|||You: I had a killer Saturday, it was a bonafide Early Bird. 24 hours of heavy drinking insanity.  Well-Informed Cockney Englishman: Remarkable! Nothin like getting shined to the tits, eh? Right proper job mate, you flunk your booze like a reg'lar champine. You: Right on.|||36,24
slang|||neg|||early bird|||An early bird is a term that refers to a guy that is easily aroused, cums too early, and lasts a short period of time.|||"He was an early bird! I just started and he came all over me!"|||24,20
slang|||neu|||early bird|||When your penis pops out of your pants/underwear.|||Guy 1: "Ew dude whats that"Guy 2: "Sorry dude, I have an Early Bird"|||16,13
pname|||pos|||early bird|||The greatest tiny restaurant on the face of the earth near willow brook mall on pompton avenue, located in New Je rsey.|||Guy 1- Hey do you wanna go to EarlyBirds? Guy 2- Sure i'll go that place is the shit.|||9,6
slang|||neg|||early bird|||One who ejaculates early during sex.|||Daughter:Early bird.Father:What?Daughter:You came too soon!|||65,85
slang|||neg|||swamp rat|||A swamp rat is a name for a skinny little asain who is a snitch, or rat. Swamp rats don't shower, and they spend most of their time snitching on pure breds.|||"Dude, Alex is such a swamp rat. He just ratted out Sean to the admins!"|||87,69
slang|||neg|||swamp rat|||Country Whore,Dirty slut, smut bucket, Favors A hood rat. You can find then in small country towns. Usually used as a quick Lay, When everyone else your haveing sex with is unavaliable.. A Last Resort.|||Ex: Man! My girl wont give me no ass, I guess il call up my swamp rat to suck me up real quick! EX: Man, That bitch is straight from the swamps. She let me hit that shit in the backseat for $5.. Such A swamp rat.|||38,28
slang|||neg|||swamp rat|||A large city resident who, due to smog pollution and over population, has mutated into rat-like behavior. Characteristics include: erratic driving, minuet patience, extreme cynicism, narcissism, ultra materialism, competitive without competition and shallow friendliness.|||When driving on the freeway in the Los Angeles area, you easily spot a swamp rat, he's the guy in the BMW swerving in and out of lanes, tail gating or waiting until the last possible moment to merge so that he can get a whopping ten feet further in stop and go traffic.|||3,3
slang|||neg|||swamp rat|||A person male or female that is engaged in filthy, Redneck and sometimes even sexual activity with unknown people they have met, this has also been known to happen to close friends as well.|||"Wow there goes that damn Sandy and Chris they are such Swamprats!!"|||4,4
slang|||neg|||swamp rat|||1) A person who is undesirable or ugly. Usually used by teenagers to insult the opposite sex. 2)Usually people who are low lives. They don't have money.|||Wow you really are getting bugged by that swamp rat John.  Yeah i know i don't like them but they keep talking to me.|||2,6
common|||neu|||swamp rat|||A rare species of rodent which is of unusually large size and found in West Philadelphia. They are often ignorantly misjudged to be a opossum. Fear not, these creatures are nothing more than a rare and placid animal.|||"that's a damn big swamp rat""you must have never seen a swamp rat before, that's nothing more than a yearling""Shit, that's some fucked up shit."|||28,44
slang|||neu|||cool down|||1.) The time required for a spell or action to reset before it can be used again (mainly used in video games) 2.) Natalie's mom|||Natalie's mom is such a cool down|||20,6
slang|||neu|||cool down|||This occurs after you have been aggressively having sex with your partner.  Once finished with your shaft still hot, from the friction of your cock and nuts pounding puss as hard as it could, your wife or fuck buddy goes down to your manhood and lightly blows on it.|||Once Billy got done checking Tammy's oil, Becky had the heart to give him a cool down.|||20,17
abbr|||neu|||ATL|||Atlanta, Georgia|||I'm from that ATL, Shawty|||1073,164
abbr|||neu|||ATL|||An abbreviation of the city Atlanta, located in the state of Georgia.  Atlanta is well-known for being the birth city of many song artists, mainly rappers (Nivea, Lil' John, Usher, The Ying Yang Twins, etc.).  The abbreviated word is often shouted out by artists who hail from the Georgia area.|||Usher: "Peace up, A-town down" Lil John:  "Yeahhh!!!  ATL for real!" Ying Yang Twins:  "ATL, no disrespecee..."|||632,149
abbr|||neu|||ATL|||Abbreviation of Atlanta.Mostly used by OutKast and other hometown MC's|||"ATL, Georgia""ATLiens-style on yo' azz!|||309,159
abbr|||neu|||ATL|||Abbreviation for Atlanta|||T.I- All through the ATL come and Ride with a G|||239,102
nodef|||neu|||ATL|||Birthplace of the late, great Dr. Martin Luther King Jr.|||ATL is where Gladys Knight took the Midnight Train,The birthplace of Martin Luther King.|||265,163
nodef|||neu|||ATL|||Probably the only city that doesnt have to be huge to be amazing.  I've lived here since i was two.Everybody here is warm and friendly. Its probably the friendliest places to live in the south.  And believe me when i say that most rappers on MTV or BET is most likely from ATL. Downtown Atlanta is great. I wouldnt walk around alone, though. It's probably best to bring someone with you when youre strolling around downtown. The traffic isnt too bad, you'll live. And the lifestyle is affordable whereas to other places like Los Angeles, you'd probably have to be a plastic surgeon to survive.Lots of bums in downtown Atlanta. Big concerts are thrown every now and then. Youve got Little Five Points for those goths and skaters. Its hot as hell in the summer time  and when winter comes,  its gets really realy  chilly but it hasnt snowed since five years ago. You'll see some famous rappers if youre in the right place. Some rappers could be seen at like, Lenox Mall every once in a while. The school's here are okay. The best place to come down here is in the Summer where everything happens. its easy to get to one place to another. if you live in the suburbs and wanna get downtown, it'll take you 30 minutes if you take Marta, which is our train. And and hour by car to get downtown if youre from the suburbs. *****If you talk to anyone downtown, you will not understand them due to their heavy ghetto southern accent. see below.|||yuh, im frum da A, so im leanin' ehn rockin girl: guh' i cayn't daynce, i got mah high heeeelz on.typical atl girl: den take dem awf deeeeen. oooh girl, when i be at duh skatin rink, i be taken awf mah shoooz, mah earrangs, mah raaaangs, oooh i be taken awf ERRTHANG tuh buss a mooove. Dooh ya thang, now walk it aaaaaaau. dont hate.|||227,151
abbr|||neu|||ATL|||Abbreviation for Atlanta, Georgia. Usually referred to by rappers. Home of the Georgia Tech Yellow Jackets and the Varsity Restruant. Best city in the South besides Columbia, South Carolina.|||We Repin' the A.T.L. playa.|||210,151
abbr|||neu|||vet|||(n.) A Veteran. One who is long-standing in the field. (n.) A veterinarian, one who is engaged in seeing to the well being of animals. (v.) To search the history of someone to evaluate them.|||a) I am a veteran of the Golf wars. Fear my VW of doom! b) I'm ill, take me to the vet. I mean, uh, woof?  c) Ok mr Gumba we need to vet your history before giving you a job as one man army.|||165,48
common|||neu|||vet|||v. to thoroughly check out your selection for vice president.  (This is a process that is apparently not as thorough as once thought, allowing for a selection that includes a history of political coercion and greed, and a family full of unwed mothers, automatic machine gun-toters, and shotgun weddings.  Yee haw.)|||Did anyone vet Sarah Palin for VP?  Because this bitch is crazy, and her family is stupid.  If John McCain manages to win this election, then there is no hope for America.  God Bless Insanity.  Amen.|||75,37
slang|||neg|||vet|||verb.  The act of doing someone's work for them.|||Examples of "vetting" (v - active) are prominent in the investment banking world, such as when a more senior investment banker who is "too busy with clients" asks you to do work for him/her that he/she does not know how to do, he or she will ask... "Hey Steve, can you please vet the model I just emailed you?"|||42,21
abbr|||neu|||vet|||A war veteran.Also means a gang veteran who has seen many streetwars. ie. The song "Ghetto Vet" by Ice Cube.A veteran of the drug game.|||1. "He's a WW2/Vietnam vet."  2. "Nigga's used to come and get me, when it was time to disagree, with an enemy, pass the hennessy and give me , pack the gat in the small of my back, where these nigga's at? I clear the whole pack, talking shit coz i'm down for my set, I'm a vet, smoking on a wet cigarette." - ICE CUBE  3. "He's a vet. Been 'running' drugs for ages."|||49,34
common|||neu|||vet|||To vet (vetting) is the process of performing a background check on someone before offering them employment, conferring an award, etc.|||-What didn't you tell usabout this woman?-Nothing. She is who she is.There's nothing to tell.- You vetted her up and down.|||18,4
slang|||neu|||vet|||Someone that has played a game of over a year and has mastered the game.|||He's a vet man.....he's been one of the best forever!|||20,21
abbr|||neu|||vet|||1. a veteran  2. a veterinarian|||Although he is vet, he is against the war in Iraq.|||22,27
nodef|||neu|||minute|||A very long time.|||yo I haven't seen you in a minute!|||949,227
slang|||neu|||minute|||used when talking about a period of time much longer than an actual minute. sometimes also called "an ill minute" or "a hot minute".|||"Yo i haven't seen you in a minute""Man, I been waitin here for an ill minute"|||327,176
nodef|||neu|||minute|||A long time.|||I haven't done that shit in a minute nigga.|||345,207
slang|||neu|||minute|||a length of time...usually longer than a minute. "a little while"|||I went to jail for a minute.|||187,135
slang|||neg|||minute|||it does not mean 60 seconds when used in slang terms. Usually means a long time, from a week to a few months, maybe even a year.|||"I Haven't seen you for a minute dawg, how ya been?"|||139,99
slang|||neg|||minute|||A common term used generally by woman (In there own language) to represent the word 'hour'. The word is designed to confuse the male partner in order to provide the mentally impossible challange of figuring out how the woman is arguing against the undeniable fact that she actually took at least 1 hour to do something in which she said she would only take 1 minute to do, hense the representation|||Woman: "I'll just be a minute"(1 hour later)Man: "Fuck hun its been at least an hour"Woman: "Bullshit I only took one minute did you not hear what i said?"|||92,64
slang|||neu|||minute|||Term used talk about a long amount of time concieved by people who are or have ever been high because a minute seems like an eternity when you are not sober.|||Guy 1: man i haven't seen you for months... How have you been college boy?Guy 2: yeah it has been a minute, i'm good yo, just got my pee pee wet|||20,18
slang|||neg|||wahmbulance|||when someone is crying over something stupid, you tell them that you are calling one of these see also wahmburger|||Wah! Someone call a wahmbulance, this douche-tard didn't get his hs way. While you're there get him a wahmburger!|||275,123
slang|||neg|||wahmbulance|||What one should call when whiningOften heard in conjunction with french cries and wahmburger|||stop whining! Why dont you call a wambulance. You should call whine-one-one. any more whine and you would be in napa vally|||69,13
slang|||neg|||wahmbulance|||a vehicle like an ambulance, except used to rescue people from their cries instead of their injuries.|||Carl: MAN! I can't stand that kid!Bill: Someone call wah-one-one to get the wahmbulance.|||38,21
slang|||neg|||wahmbulance|||When someone is butthurt and whining about stupid shit.WHINE ONE ONE SOMEBODY CALL THE WAHHHHHHHMBULANCE. WE HAVE AN EMOGENCY.|||Malori: my mommy and daddy divorced and now im failing school all because of them omg my life fucking sucks!!!!!!!!1111Scarlette: WHINE ONE ONEScarlette: SOMEBODY CALL THE WAHMBULANCE|||17,8
slang|||neg|||wahmbulance|||when somebody is whining this is called|||Quick, Somebody call the Wahmbulance, Andy pulled his Waaahmstring|||7,3
slang|||neu|||hydro|||Hydroponically grown marijuana|||Yo let's go blaze some hydro.|||1462,280
slang|||neu|||hydro|||Marijuana grown indoors using a hydroponics system (tubes and filters with water and fertilizers).  To correct the first definition, NO marijuana causes mental problems - but it does get you really high.|||I couldn't find any hydro for the weekend, so I had to settle for some reg.|||1209,503
slang|||pos|||hydro|||most excellent weed grown in water not dirt|||You I Got This Bag From Money Right It Was The Best Fuckin Hydro I Ever SMoked|||631,302
slang|||neu|||hydro|||short for hydrocodone   its related to codeine and is in a class of drugs called narcotic analgesics. It is a pain reliever most pill poppers take it to get high|||"hey man got any hydros?" .... ?|||267,133
slang|||pos|||hydro|||Hydroponically grown marijuana of good quality. Often called "hyge" for short.Also used to describe the hydroponic setup used to grow the weed.|||"I had a few cones of hydro after smoking bush for a week, it put me on my ass!""I'm going to get a new hydro setup tommorow."|||322,275
slang|||neu|||hydro|||Hydro is a better type of marijuana because you will get a more enjoyable high when smoking it. For example smoking regular weed will make you tired.|||You will know that you are smoking real hydro because the ash will be pure white, not grey like shitty weed.|||377,346
slang|||pos|||hydro|||hydro ( a.k.a hydroponic ) is a high grade marijuana. It is grown by using hydroponics ( hense the name hyrdo ). Hydroponics is an alternitive to growing the seeds in dirt. It is usually grown in water just like lilly pads grow.|||Grey goose and a whole lotta hydro- Nas from the song Made You Look|||94,72
slang|||neg|||jank|||adj- broken; unnecessarily redundant, superfluous, or meaningless; stupid or ridiculously moronic; bootleg or of questionable quality|||Fuck! This CD player I bought off Ebay is jank. While we were in china we went through this market and bought all these movies for $3. They're so jank, you can see the heads of the people in front of the camera at the theater moving at the bottom of the screen. My parents made me call home to check in with them every hour.. it was so jank.|||1754,755
slang|||neu|||jank|||1.) All purpose noun; jank or jahnk can literally mean anything, yet means nothing on its own. The meaning of jank is understood and defined by the context in which it is used. 2.) Ones possessions or things, stuff3.) verb form: janked means totally screwed or to receive a raw deal or bad situation.The correct spelling is unknown and the word is often slurred or mumbled when used.|||(noun)That jank was the real deal.(verb) That bitch janked my whole paycheck.|||624,426
slang|||neg|||jank|||Poor quality, in relation to consumer products.|||"That nosehair trimmer is jank. You should have bought a Braun instead of that crap."|||603,464
slang|||neg|||jank|||A thing that is worthless or useless; shit|||That book is jank; I didn't like it at all.|||480,401
slang|||neu|||jank|||-An ambiguous word that can be used in both a good sense and bad.-A filler word-Derived from the word "jank."|||"Wow that shirt he's wearing is hecka janks!" <- good 'janks'"She's the jankest person ever..." < - bad.|||58,30
slang|||neu|||jank|||janks is a noun and an adjective. you can use it when you are at a loss of words. example: "Hey man.. let me get that janks."|||"Hey man.. let me get that janks."|||67,48
slang|||neu|||jank|||colloquial slang equivalent to "and stuff"  when added to the end of a sentence.|||I had to go to work, the post office, the banks, and janks.  I was busy.|||83,64
slang|||neg|||Get stuffed|||An only slightly politer version of fuck you.|||When the taxi cut in front of him, he yelled at the driver, "Get stuffed!" Vulgar slang; mid-1900s|||345,132
slang|||neg|||Get stuffed|||The other definitions are all purely American. The British and Aussie chaps use "get stuffed" to mean "Get lost!" or "Go away!"|||"You want HOW MUCH, you tawdry tart? Get stuffed!"|||91,50
slang|||neg|||Get stuffed|||"Shove it up your ass"|||"If you thought you were back in college, you'd be skankier""Get stuffed"|||58,38
slang|||neg|||Get stuffed|||A phrase originating in Britain/Australia, frequently used in BBC comedies. (Some good examples of shows where this phrase is used frequently are Little Britain, Red Dwarf, and The Mighty Boosh.) Depending on the severity with which one utters the phrase it can mean one of four things;1. Be quiet2. Go Away3. Go fuck yourself4. All of the aboveAn excellent substitute for the phrase 'go fuck yourself' if you are in the company of small impressionable children, the elderly, or any other wanker who is offended by swearing.|||Howard: Hi, I'm Howard Moon, and this is my apprentice Vince Noir.Vince: Apprentice?? Get stuffed, you're MY apprentice.|||6,0
slang|||neg|||Get stuffed|||an English phrase telling someone to be quiet.|||"You've got no authority over me so get stuffed"--Mr. Harmon in Are You Being Served? The Movie|||30,44
nodef|||neg|||Get stuffed|||a word used by non-solid people who think they're solid|||people like Harry Corns and Duncan Robertson|||21,154
slang|||neu|||Take a Duke|||Basically taking a shit!  Use duke if you want to be a little more discreet!|||I just had more morning coffee and a cigarette, man i totally got to take a duke.|||18,3
slang|||neu|||Take a Duke|||The action of deficating|||Hey Yo! Be Right Back, I Gotsta Push Brown.  What? I gotta take a duke!|||13,11
abbr|||neu|||DSB|||Deadly Semen Buildup ~ Medical condition caused by prolonged lack of sex. Fatal if not treated.|||"I'm pissy because I have DSB"|||170,84
abbr|||neg|||DSB|||Damn Straight Bitch.Tryna set a bitch straight? Look no farther. Just respond DSB, and all your problems will be solved.|||Guy: Blow meGirl: Do I have to?Guy: DSB|||71,43
abbr|||neu|||DSB|||DSBs(dee esss beez) or Deadly Sperm Build-up (noun,adj) 1. Disorder/disease typically found in married men/ men in long term relationships.2. Caused by prolonged teasing by grossly immoral, deceptive, cruel, vicious women.3. A pathological condition characterised by psychosis, manic depression, scrotal cyst infection, penile atrophe, testicular eruption, paralysis.4. A most effective ploy in getting women to put out.|||c'mon! it's just a BJ ... I can die from the DSBs!|||61,40
abbr|||neu|||DSB|||DSB = Deadly Sperm Buildup- as in your balls are full and they are going to explode.|||We made out for an hour and it was so hot I got DSB and thought I was going to die!|||71,53
abbr|||neu|||DSB|||Don't Stop Believing|||Jeff: "Dude, I'm going to quit my job"Seth: "DSB bro"Jeff: "It doesn't fit"Seth: "DSB man"Jeff: "I'm going to die tomorrow"Mike: "DSB for life."|||18,5
abbr|||neu|||DSB|||Deadly Semen Build-up. A large quantity of sperm and semen in the testicles. Meaning it's been awhile since you got laid. Often leading to frequent cases of blue balls|||I need to get laid, I've got a case of DSB|||63,51
abbr|||neu|||DSB|||deadly sperm buildup|||i have "dsb" and i need to see linda to get rid of it|||55,48
slang|||neu|||Groutfiti|||A form of graffiti. It involves writing in the tiny space of grout in between tiles in public toilets. The phrases always are made up of some pun using the word grout. Other examples include movie titles, like "The grout, the bad, and the ugly" or simple words, like "groutrageous." This type of graffiti has no deep meaning, but it is a great example of intellectual fun. It makes sense that it exists primarily around Universities where people are intelligent, yet very young and therefore still trying to amuse themselves and others by doing things like writing on walls. It all starts when one person makes one of these grout puns and it is seen by another student who, while urinating, who then thinks of another pun and writes it on another section of grout. Soon the "groutfiti" spreads and people spontaneously think of puns while pissing.|||"Thrre stikes and you're grout""The Grout Gatsby""The Grout Barrier Reef""The Groutain of Youth"|||2997,6093
abbr|||neu|||Paedo|||Short for 'paedophile'. One who molests young children.|||*Walking down the street when a men grabs a five year old child's ass. Somebody spots this and shouts "PAEDO!"*|||594,229
abbr|||neu|||Paedo|||Short for paedophile. Abuser of children.|||"I heard his dad was a dirty paedo"|||499,235
abbr|||neg|||Paedo|||Pronounced 'Pedo', Paedo is a slang word for Paedophile, meaning the act of older people hooking up, perving on, following or wanting to get in close sexual contact with younger peers.|||"My new teacher is such a Paedo, he keeps looking at me."|||170,46
nodef|||neg|||Paedo|||Michael English the guy that stole madeline mccann.|||(GUY 1) Dude, be careful, theres a Mike behind you...(GUY 2) Ohh a paedo|||10,16
abbr|||neg|||Paedo|||stands for paedophile, a very sick person who deserves to have barbed wire stuck up their dick hole.|||oh would you look at that paedo, hunting down young children for his own weird sexual pleasure. shame on him/her.|||22,29
abbr|||neu|||Paedo|||A person like you and me, who lives in self-denial from such a precious gift of loving children. You might demonize the term for your own evil, perverted needs (helped by the stupid scandalous media that only wants to make profit out of this taboo instead of finding the real truth) but when nobody is looking you are having a crush on a little girl. From the Greek 'Paedo' which means 'Child' and 'Phile' which means 'Love'A sexual orientation that has been demonized and criminalized for centuries. It is simply having a romantic, physical and sexual attraction towards children. It has been heavily misused to compare pedophiles with child molestors. Two different things.Most pedophiles do not ever molest any children. We have doctor, teachers, artists, policitians, your regular joe, anyone really who is a pedophile.It is also used to deny children from their own romantic, affectionate and sexual rights.|||There are pedophiles just as there are homosexuals. The big difference is pedophiles are todays 'designated perverts' by society in its big, increasing need to hate on someone. The more we keep pedophilia as a taboo and a dark-underground mystery the less we're gonna know the truth behind it.|||134,483
common|||neg|||spider|||Scary ass creatures. O_O|||That spider is hella creepy.|||1114,295
common|||neg|||spider|||A little creature that causes people to drive their cars into a ditch.|||I was driving my mom's car yesterday and a spider crawled up on my shoulder, and after I swatted it away, I went into the ditch.|||521,109
nodef|||neu|||spider|||One of evolution's greatest success stories.  There are spiders all over the world, and the oldest known fossil spider is 380 million years old.  Spiders are eight-legged and carnivorous, use silk in a variety of ways depending on the species.  Many spin cobwebs to catch prey, larger spiders line the edge of their burrows with web.  The bolas spider is named because it throws a line of web ending in a sticky lump to catch prey.  Spiders inspire fear and revulsion, quite undeserved, but probably not helped by years of movies telling us spiders are humanity's enemies.  Schools are not much more helpful.  I still remember a science teacher telling us a black widow was the size of a human hand, which is rubbish.  There are some dangerously venomous spiders, like widow spiders, funnelweb spiders, brown recluse spiders and brazilian wandering spiders, but they are a tiny minority of the huge number of spiders in the world.  Just to drag some widely-held beliefs into the light of reality:1: Spiders are not watching you.  Most, apart from some jumping spiders, have very poor eyesight.2: Spiders do not come out of plug-holes.  A spider in the bath has fallen down there and can't get out due to the bath's slippery sides.3: Large hairy spiders are not automatically dangerous.  In fact nobody has ever died from a tarantula bite.4: Women are not automatically scared of spiders.  In fact most of the calls the British Tarantula Society gets regarding fear of spiders are from worried men.|||Hysterical person: Help!  I saw a spider!  I'm not going to bed!  It might be there waiting for me!Other person: What makes you think any self-respecting spiders would want to get into your bed?|||289,128
common|||neu|||spider|||1. Predatory arachnid that usually has silk-spinning organs at the back end of the body; they spin silk to make cocoons for eggs or traps for prey2. A computer program that prowls the internet looking for publicly accessible resources that can be added to a database; the database can then be searched with a search engine3. A skillet made of cast iron||||||295,146
common|||neg|||spider|||1: noun- Extremely frightening members of the arachnid family, spiders can be found all over the world. These creatures are eight-legged and carnivorous and most often use silk/webbing to ensnare and bind their prey. Venom is then injected into the incapacitated victim, which pretty much liquefies its insides so that the spider can drink it. Yum. Some of them just do some creepy attack shit, though... with, like... jumping and strength and evil. Some spider venom is harmful to humans as well as insects. And while spiders are found in almost every corner of the globe, it seems that they are all conspiring to scare me individually.  I'm pretty sure at this point that they exist to make me cry. 2: verb- When there is only one swing set on a playground but two individuals wish to swing at the same time, they may choose to spider. One of them, usually the larger, sits forward (normally) on the seat of the swing, and the other straddles that person, facing towards them.|||1: Spiders scare the living fuck out of me. Fear of spiders is known as arachnophobia, and can make you extremely paranoid in more intense cases. 2: In sixth grade, Alicia and Betty decided to swing while they were waiting for the bus to come. There was only one, so they spidered.  While the two girls giggled together, Alicia proceeded to laugh so hard that she pissed on Betty's shirt. Needless to say, the two aren't friends anymore.|||126,56
common|||neg|||spider|||creepy crawly gross things that are simply there to scare the hell out of you and jump out of those piles of crap in your room.however, they are also very pretty when held behind inch-thick glass in zoos.|||the spider is sitting; lurking in the dark until such time it can come out and sit on the girls finger before she notices.|||95,37
slang|||neg|||spider|||A person whose round torso is not proportional to their skinny limbs, thus looking much like spider.  This is usually an effect of too much drinking (beer gut).|||Girl walks into the room: "damn, she looks like a spider"|||46,20
slang|||neu|||miss me|||be sad because I am away from you|||I asked my girlfriend,"Will you miss me if I leave?"She said,"It's a deal."|||522,53
slang|||neg|||miss me|||Go another way.I don't want any thing to do with it/or you.get to steppinkick rocks|||Staehnke:  Hey yo Shocker whats up with letting me use your car.Shocker: Missme pal|||13,10
slang|||neu|||miss me|||A phrase used by a female in a romantic relationship to get a desired response from a male. Often used when the two people have not seen each other for a very short amount of time.  The male in this ritual is required to respond in a positive manner, often with emphasis that may or may not be genuine.|||Girl:  Miss me?Guy: (thinking to himself) I just saw her 2 hours ago.Guy: (out loud) Of course, baby!|||295,484
