dummy|||dummy|||noun|||a baby pacifier.
dumpy|||dumpy||||||someone below average, very stupid. Someone who doesn't even try to hide that they are stupid.
dunny|||dunny|||noun|||a lavatory.  Australian and New Zealand slang.
durb|||durb||||||To perform oral sex.
dusty|||dusty|||adjective|||outdated, old, haven't done something in a long time."
dyke|||dyke|||noun|||a lesbian.  Offensive.
eager beaver|||eager beaver|||noun|||an enthusiastic person.
early bird|||early bird    |||noun|||a person who wakes up early in the day.  Contrast with "."
early bird|||early bird    |||origin|||From the expression "the  gets the worm."
east jesus|||East Jesus||||||Inordinately far away.
east jesus|||East Jesus||||||see butt-fucking Egypt.
east jesus|||East Jesus||||||to be far away.
east jesus|||East Jesus||||||A place inconveniently far away.
east jesus|||East Jesus||||||the middle of nowhere.
easy|||easy||||||"cool", or "that's pretty cool", or "I get it."
easy|||easy||||||greeting or goodbye.  abbreviation of "take it " or "taking it ."  Common in South America.
easy|||easy||||||gullible.
easy|||easy|||adjective|||someone who is sexually promiscuous
eat my shorts|||eat my shorts|||interjection|||a retort.
eat (one) out of house and home|||eat (one) out of house and home|||verb|||as a guest, to eat an excessive amount.
eejit|||eejit    |||noun|||"idiot".
eejit|||eejit    |||other|||From the Scots language.
eighty-six|||eighty-six|||notes|||see .
elbow grease|||elbow grease|||noun - uncountable|||hard work.
el cheapo|||el cheapo||||||cheap, usually in comparison to an alternative.
embiggen|||embiggen||||||to enlarge.
epic|||epic|||adjective|||impressive.
epic|||epic|||adjective|||very good.
epizootics of the blowhole|||epizootics of the blowhole|||noun - uncountable|||a metaphorical disease where one speaks at length about something one knows nothing about.  In other words, running off at the mouth without a clue.  Submitter John Voight knows the term existed in deep south (United States) during the 1940's and 1950's as his dad used it frequently.  He notes that his dad may have picked it up in World War II.
ermahgerd|||ermahgerd|||interjection|||alternate spelling and pronunciation of "oh my god".
esky|||esky|||noun|||An icebox/portable cooler (Widespread in Australia and NZ, short for "Eskimo")
ex|||ex    |||noun|||a person with whom one is no longer in a relationship.  From -boyfriend, -girlfriend, -husband, -wife, etc.
expat|||expat|||noun|||expatriate.
eye candy|||eye candy    |||noun - uncountable|||an attractive person.
eye candy|||eye candy    |||noun - uncountable|||an attractive but unintelligent person.
eye candy|||eye candy    |||noun - uncountable|||an attractive but otherwise unimportant person.
eye candy|||eye candy    |||noun - uncountable|||non-functional but pretty computer graphics.
eye candy|||eye candy    |||noun - uncountable|||something added to a product to make it nicer, but which doesn't affect the core functionality.
eye-popping|||eye-popping|||adjective|||amazing.
f4m|||f4m||||||"female for male."  Used in personal ads.
faboo|||faboo|||adjective|||(short for) fabulous
faff|||faff    |||verb|||to spend time on a non-productive activity; "waste time".  Also , .  British slang.
fag hag|||fag hag    |||noun|||a female who frequently hangs out with gay men.
fake|||fake|||adjective|||displeasing.
fake|||fake|||noun|||fake identification.
fake|||fake|||noun|||a person who alters their personality to fit in with other people or groups.
fake|||fake|||verb|||to fail to meet someone at a designated location.
fanboi|||fanboi    |||noun|||alternate spelling of "".
fanzine|||fanzine|||noun|||a fan-produced magazine for other fans (of a music band, etc.)
fappable|||fappable|||adjective|||Literally: "able to be  (masturbated) to."
feck|||feck||||||totally repulsive disease-ridden rat of a person.  Words do not describe how revolting such a person is.
feck|||feck||||||completely lame, uncool
feck|||feck|||verb|||Irish slang for "" but considered less offensive.
fecking|||fecking|||adjective|||"".
feel up|||feel up|||verb - transitive|||to feel another person's body, in a sexual way, with one's hands.
fib|||FIB||||||acronym for " Illinois bastard."  Used by people in Wisconsin to refer to people from Illinois.
fig|||fig|||noun|||a person who is basically useless and makes poor decisions.
film at 11|||film at 11    |||noun|||used in conversation to announce or respond to an ordinary event, with the sarcastic implication that the event is newsworthy.
film at 11|||film at 11    |||noun|||This expression is used in parody of local TV news announcers.
filthy|||filthy|||adjective|||very good, excellent; ""; "".
filthy|||filthy|||adjective|||extremely, when used in the expression " rich."
finer than frog hair|||finer than frog hair|||adjective|||extremely attractive.
finesser|||finesser|||noun|||a person or thing which finesses.  A person who schemes or manipulates.  To trick someone.Related to  (drug dealing).
fish|||fish|||adjective|||acronym for ", intelligent, , ".  (In other words: attractive, intelligent, attractive, attractive.)
fish|||fish|||interjection|||acronym for ",  happens".
fish|||fish|||noun|||a person who has not had their first kiss or has never .  Origin: a middle-school term used in the southern United States.
fish|||fish|||noun|||a person in their first year of high school; "freshman".
fish|||fish|||noun|||a weakling; "".
fish|||fish|||noun|||a heavy drinker.  Shortened from the expression "drinks like a ."
fish|||fish|||noun|||one dollar.
fish|||fish|||noun|||a new prisoner.
fish|||fish|||noun|||a bad poker player.
fish|||fish|||noun|||a person who is "" - an acronym for ", intelligent, , ".  (In other words: attractive, intelligent, attractive, attractive.)
fish|||fish|||noun|||a woman.
fish|||fish|||verb|||to seek information, especially while questioning a person, by guessing.
fit|||fit||||||abbreviation for "outfit".
fit|||fit|||adjective|||attractive; "".
five thousand|||five thousand||||||"goodbye"; "see you later".
five thousand|||five thousand||||||leaving.  from the Audi 5000 automobile.
fix|||fix|||noun|||a dose of one's addiction.
fix|||fix|||verb - transitive|||to arrange the winner of a competition in advance.
fix|||fix|||notes|||See also .
flip a dick|||flip a dick    |||verb|||to make a U-turn.  A male variant of "".
flip a dick|||flip a dick    |||verb|||to become enraged.
flodge|||flodge||||||to pretend to be something that you are not or pretend to have something that you don't.  For example:  A $50.00 bill wrapped around a whole lot of $1.00 bills and flashing it like you got a lot of cash.  Riding in a car with a cell phone to your ear that's not even activated.
floor|||floor|||verb - transitive|||to astound a person.
floor|||floor|||notes|||See also .
floosie|||floosie||||||misspelling of .
flotsam and jetsam|||flotsam and jetsam||||||miscellaneous things.
flotsam and jetsam|||flotsam and jetsam|||noun|||I read a number of years ago that  meant miscellaneous things that washed up onto the shore from the ocean. I also heard the first word used to floatsom or possible floatsome.
flunkie|||flunkie|||noun|||someone gullible, susceptible to being fooled or being .A gofer.
foaf|||FOAF    |||noun|||acronym for "friend of a friend".
foaf|||FOAF    |||noun|||This term likely originated in anthropology, in reference to things like urban legends, which often "happened to a friend of a friend".
foam at the mouth|||foam at the mouth||||||to be extremely angry.
fogy|||fogy|||noun|||Someone that's really old. Pronounced "FO-gee" with a hard G sound.
follicly challenged|||follicly challenged|||adjective|||bald or balding.
follicly challenged|||follicly challenged|||expression|||For animal lovers...rather than "my dog sheds" say "he's ."
foodie|||foodie|||noun|||a food enthusiast.
foolio|||foolio||||||"Made in Minnesota" as Ted would say...
foolio|||foolio|||noun|||"fool".
foolio|||foolio|||noun|||a person from Minnesota.
fop|||FOP|||noun|||an elderly person.  Acronym of " old person."
for serious|||for serious|||adjective|||serious.
for serious|||for serious|||adverb|||seriously.
fortnight|||fortnight|||noun - uncountable|||an unspecific, but long-ish length of time.
fortnight|||fortnight|||notes|||"" also has the non-slang meaning of 14 nights (i.e. 2 weeks.)
fossil|||fossil||||||something old or outdated.
fot|||fot||||||abbreviated form of " ".
foul|||foul||||||An action by something or someone that is wrong or insulting.
frazzled|||frazzled||||||stressed out. suggesting somebody's hair going all over the place when stressed.
freaked out|||freaked out    |||adjective|||scared.
freaked out|||freaked out    |||notes|||"" is also the past tense of .
freeper|||FReeper|||noun|||noun.  A frequent visitor to the "Free Republic" website.
freeze balls|||freeze balls|||verb|||A term for expressing extreme cool or cold temperatures.
frenchie|||frenchie||||||a French kiss.
fro|||FRO||||||Fuck Right Off.
fro|||FRO|||noun|||.
frum|||frum|||noun|||contraction for "front ".  The fatty, large abdomen that protrudes from some obese people, and looks like buttocks.  Also Fupa, from  "front pouch" and Gunt (gut cunt).
fu|||FU    |||interjection|||acronym for "fuck you".
fu|||FU    |||interjection|||acronym for "fucked up".
fu|||FU    |||notes|||See also .
fuck all|||fuck all    |||noun - uncountable|||nothing.
fuck all|||fuck all    |||notes|||Acronymized as .
fucking rights|||fucking rights|||interjection|||an expression of extreme agreement. more commonly used by itself in agreement with another party. The "Rights" is emphasized
fuckin' sex|||fuckin' sex||||||anything that is way above amazing.
fudge|||fudge    |||noun - uncountable|||feces; "poop".
fudge|||fudge    |||verb|||a replacement word for .
fudge|||fudge    |||verb - transitive|||to solve a problem in a way that is incomplete, but is sufficient enough that it can be improved later.
fudge|||fudge    |||verb - transitive|||to change numbers by a small amount.
furkle|||furkle|||verb|||usually used with "around", as in "to  around".  To rummage,  forage, search, root through something.
furkle|||furkle|||verb|||to fix, mend or repair equipment or machinery using whatever parts or tools are to hand.  UK term.
gaff|||gaff|||noun|||a place of residence.  British slang common in London and points east, with an underworld flavor.
gaff|||gaff|||verb - transitive|||to steal.  Possibly a variant or mis-hearing of .
gaff off|||gaff off|||verb - transitive|||to  a person or task.
gaff off|||gaff off|||verb - transitive|||to  a person or task using a specific physical gesture.
gallagher|||gallagher|||noun|||big head.
gange|||gange    |||noun - uncountable|||marijuana.
garfunkel|||Garfunkel|||noun|||the more outgoing person in a pair. Origin: refers to folk-rock 1960s duo Simon and . Art , who did not write or play an instrument, arguably was the better singer of the two. He was also more personable/talkative. In a way, the "sidekick" of Simon. See also  .
garfunkel|||Garfunkel|||verb - intransitive|||to disappear mysteriously, like Art 's career.
gaslight|||gaslight|||verb - transitive|||to slowly and methodically psychologically manipulate a person, with the goal of driving them insane.
gaslight|||gaslight|||origin|||From the 1938 play .  For more details, see .
gawd|||gawd    |||noun - uncountable|||alternative spelling of "god".
g code|||g code||||||to keep your mouth shut and mind your own business.
g'day|||g'day|||interjection|||the greeting "good day".  Common in Australia.
gear up|||gear up|||verb|||to get dress.
geek chic|||geek chic|||noun|||fashion influenced by clothing worn by  and .
geek chic|||geek chic|||noun|||anything popularized by  and .
geeze|||geeze|||interjection|||spelling variant of .
geezer|||geezer|||interjection|||variant of .
geezer|||geezer|||noun|||in American English: an irascible old male person.  On a British TV program, spoken by Australians, a mannish woman.
geezer|||geezer|||noun|||English expression for an odd chap, gid, freak, generally a person behaving in a strange fashion.
geezer|||geezer|||noun|||A confident man with masculine qualities, very much  'laddish' in nature and respected.(British)
geezer|||geezer|||noun|||an old person.
geezer|||geezer|||noun|||A very old person
geezer|||geezer|||noun|||man.
geezer|||geezer|||noun|||a man of perhaps questionable character, or morals, perhaps an association with crime.
geezer|||geezer|||noun|||a proud, confident extroverted character who prides himself on "knowing the street".
geezer|||geezer|||noun|||Southern English term for someone who is in high esteem amongst his peers.
get bent|||get bent|||interjection|||derogatory command that means roughly "Go get fucked!"
get bent|||get bent|||verb - intransitive|||to become angry.  Short for " out of shape."
get bent|||get bent|||verb - intransitive|||to be taken advantage of, be in a bad situation, or fail miserably.  Used in the past tense.
get brain|||get brain|||verb|||have oral sex performed on you
get busy|||get busy|||verb|||to have sex.
get down to brass tacks|||get down to brass tacks|||verb|||to proceed immediately to the important part(s).
get it on|||get it on|||verb|||to engage in coitus.
get it on|||get it on|||verb|||to have sex, to be hooking up.
get lost|||get lost|||verb - intransitive|||to go away; leave.
get (one's) ass in gear|||get (one's) ass in gear|||verb - intransitive|||to start a task.
get (one's) grown man on|||get (one's) grown man on|||verb|||to have sex
get stuffed|||get stuffed    |||interjection|||an angry retort.
get under (one's) skin|||get under (one's) skin|||verb|||to annoy.
get up with|||get up with    |||verb - transitive|||to contact (e.g. by telephone) or to  with.
get with|||get with|||verb|||To French kiss someone.
ghost load|||ghost load    |||noun|||a male orgasm during which no semen is ejaculated.
ghost load|||ghost load    |||verb - transitive|||to increase a semi-automatic shotgun's round capacity by 1 shell.
giggidy|||giggidy||||||misspelling of .
giggle stick|||giggle stick    |||noun|||penis.
giggle stick|||giggle stick    |||noun|||a marijuana cigarette; "".
giggy|||giggy||||||Vagina
gigolo|||gigolo|||noun|||a male prostitute.
ginch|||Ginch|||noun|||Combination of both a bitch an a hoe!You can tell she's a huge , she'll give it out to everyone including you, then act like you don't exist!What a money grubbing !
ginger|||ginger    |||noun|||a person with red hair.
ginormous|||ginormous    |||adjective|||extremely large.  From "gigantic" + "enormous".
git|||git    |||noun|||a fool.  Origin: British.
git|||git    |||verb|||"get".
give a shit|||give a shit|||verb|||to care.
give up the ghost|||give up the ghost    |||verb|||to die.
give up the ghost|||give up the ghost    |||verb|||of an object, to stop functioning.
glass|||glass|||noun - uncountable|||methamphetamine in the form of visible crystals.  (As opposed to meth that appears powder-like or as irregularly shaped clumps or "rocks".)
glass|||glass|||noun - uncountable|||very potent crack cocaine.
glory hole|||glory hole    |||noun|||a hole in a wall accessible from both sides (especially the divider between bathroom stalls) used for anonymous sex.
gmilf|||GMILF|||noun|||acronym for "grandmother I'd like to " or "grandmother I'd love to ".
gnarly|||gnarly    |||adjective|||very good, excellent; "".
gnarly|||gnarly    |||adjective|||gross, disgusting.
gnarly|||gnarly    |||adjective|||painful or dangerous.
go all the way|||go all the way|||verb|||to succeed.
go all the way|||go all the way|||verb|||to have sex.
goat roper|||goat roper|||noun|||A western type person who may or may not be an actual cowboy.
goat roper|||goat roper|||noun|||a low-class faux cowboy.
goat, the|||goat, the|||noun|||Something excellent.  "goat" is an acronym for "greatest of all time".
go down|||go down|||verb - intransitive|||as a greeting, a rhetorical question asking about what's happening.
go down|||go down|||verb - intransitive|||to happen.
go down|||go down|||verb - intransitive|||to be exposed for wrongdoing.
go down|||go down|||verb - intransitive|||to lose.
go down|||go down|||verb - intransitive|||to fail.
go down|||go down|||verb - intransitive|||to have one's reputation at one's current job ruined, or to have one's career ruined.
go down|||go down|||notes|||See also .
go full retard|||go full retard|||verb|||in an acting role, to play a character who is severely intellectually disabled.  From the film .
go full retard|||go full retard|||verb|||to act very intellectually disabled.
go full retard|||go full retard|||notes|||The original phrase has spawned many "go full <adjective>" varieties.  The phrase is often prefaced with "never", and is used as an admonishment.
goggle|||Goggle|||verb - transitive|||misspelling of .
golden shower|||golden shower|||noun|||the urination onto a person for sexual pleasure.
go nuts|||go nuts|||verb|||to do something enthusiastically.  Often used to grant permission to a request, synonymous with e.g. "Be my guest." or "."
go nuts|||go nuts|||verb|||to go crazy.
goober|||goober|||noun|||a goofy, silly, or slightly strange person.
goober|||goober|||noun|||general insult for an "" person; ""; "".
goober|||goober|||noun|||an unintelligent person.
goober|||goober|||noun|||a peanut.  Also .
goober|||goober|||noun|||penis.
goober|||goober|||noun|||A person that's in a position to help  a friend or neighbor but doesn't.
gooch|||gooch|||adjective|||Used mostly by surfers to ask who's good.
gooch|||gooch|||noun|||the perineum.
goomba|||goomba|||noun|||a friend.  Commonly used by mobsters particularly of Italian and Sicilian origin.
gorilla arm|||gorilla arm|||noun|||an arm that has become sore, cramped, and / or muscular due to extended use of touch screens on computing devices.
go to the bank|||go to the bank||||||to masturbate.
go to the dogs|||go to the dogs|||verb - intransitive|||to deteriorate.
gowed up|||gowed up|||adjective|||under the influence of drugs.
goyim|||goyim||||||Someone who is not Jewish.
gr8|||gr8    |||adjective|||acronym for "great".  Used mainly in computer-based conversation (instant messaging, email, text messaging, etc.)
graff|||graff    |||noun - uncountable|||shortened form of "graffiti".
gragg|||gragg|||verb|||to vomit in one's own mouth, but not expel the contents.also associated with dishonest or unethical business practice(s).  To be compared with:
grand|||grand    |||noun - uncountable|||a thousand.
grand|||grand    |||noun - uncountable|||$1,000.
grandma|||grandma|||noun|||"grandmother".
grandma|||grandma|||noun|||a person being slow, overly cautious, or fearful.
grandma|||grandma|||noun|||a person not familiar with recent technology.
grapes|||grapes|||noun - plural|||testicles.
grass cutter|||grass cutter|||noun|||someone who goes after your girl.
graveyard dead|||graveyard dead||||||really totally dead, not coming back to life.
greased lightning|||greased lightning||||||something very fast.
greenback|||greenback|||noun|||paper currency of United States dollars.
greenback|||greenback|||notes|||Other words meaning "money": Cheddar, Schrillah, Dough, Loot, Stacks, Faces, Bengermins, C-notes, Beaners, Bread, Paper, Gwop, Dead Presidents, Figures, Ends, etc.
grifter|||grifter|||noun|||someone able to "acquire" things of value (usually by stealing them).
grifter|||grifter|||noun|||a con man.
grimey|||grimey||||||to be mean to someone in actions or words  ( that shit is !).
grimey|||grimey||||||mean.
grimey|||grimey||||||something that is fucked up
grimey|||grimey||||||trifling
grimey|||grimey||||||selfish
grimey|||grimey||||||fucked up, mess up, or one's wrong.
grimey|||grimey|||adjective|||dirty.
grind (one's) gears|||grind (one's) gears    |||verb|||to aggravate; anger; annoy.
grocery getter|||grocery getter|||noun|||A "" is a car that is old and un-stylish, the name implying that the only thing the car would be good for is getting groceries.
grote|||grote|||adjective|||gross.  From "grotesque".
groupie|||groupie|||noun|||a person who follows (or travels with) a music act from performance to performance, and who hangs out with the band.  Usually implies a female who makes herself available to band members for sex.
groupie|||groupie|||noun|||by extension, a person who hangs out with a famous person, famous group, or famous people in general.  Often but not always carries the prior implication.
groutfiti|||groutfiti    |||noun - uncountable|||graffiti written in the grout between tiles.
grubered|||grubered|||verb|||To be lied to (and screwed over) by Liberal Progressives or the Govt because they know you will not do what they consider the "right thing" if they told you the truth or did not deceive you.Obama  us all with Obamacare.Source:  Jonathan Gruber Obamacare expert and paid consultant was found in multiple videos to have admitted that Obamacare was made less transparent and difficult to understand so that it would pass.  He said "the bill was only passed due to the stupidity of the American voter".see also grubering
grunty|||grunty||||||Noun : Powerful expulsion of liquid turds which is often accompanied by a deep booming sound and painful abdominal cramping.  Can be considered 'fun' depending on your location and personal foibles.
gump|||gump    ||||||a fool, an oafDon't act like such a !
gump|||gump    |||noun|||a tall clumsy person.  See also .
gumshoe|||gumshoe||||||police detective
gush|||gush|||verb - intransitive|||to speak enthusiastically about.
hack it|||hack it|||verb|||to perform one's duties.
hack it|||hack it|||notes|||See also .
haggard|||haggard||||||an activity that is extreme, dangerous, or painful.
hah|||hah|||interjection|||expressing laughter.  Onomatopoeia.
halla|||halla||||||misspelling of .
ham|||ham|||noun - uncountable|||wanted messages - the opposite of .
ham|||ham|||verb - intransitive|||to act in an exaggerated style, usually to make people laugh.
hammed|||hammed||||||very drunk.  Originates from "getting hammered" = getting .
handcuff|||handcuff|||verb|||To tell on someone. To rat out, usually to the police.
handcuff|||handcuff|||verb - transitive|||to control one's girlfriend's / boyfriend's social life by not permitting them to associate with others, due to jealousy issues.
handcuff|||handcuff|||verb - transitive|||To keep for one's self
hang 10|||hang 10|||verb|||to ride a surf board with all 10 of one's toes hanging over the edge of the board.  See also .
hanger-on|||hanger-on|||noun|||small bits of feces or toilet paper that cling to the rectum after wiping; "".
hanging|||hanging||||||Having bad luck.  About to fall apart psychologically.  Also a superlative form.  "Hangin' from a string", "danglin' from a string."
hanging|||hanging||||||In the movie Liar, Liar with Jim Carrey, meaning how are things?  Refers to the position of someone's penis.
hanging|||hanging|||adjective|||disgusting.
hanging|||hanging|||adjective|||Used to describe oneself when one is feeling ill or hungover.
happy bunny|||happy bunny|||noun|||a contented person.  Mostly used in the negative.
hatch|||hatch    |||noun|||see .
haterade|||haterade|||noun|||a metaphorical drink that  consume.  From "hater" + "Gatorade".
have it|||have it|||verb|||to no longer be capable of tolerating.
have it|||have it|||notes|||See also .
hax|||hax|||verb|||to defeat or degrade a person or a thing or to be defeated or degraded by a person or a thing.  Unique to this word, it does not contain a present tense.  Used frequently in online gaming.  Also see  or .
hellsa|||hellsa|||adverb|||very.  Variant of "" or "".
hell to the no|||hell to the no    |||interjection|||an emphatic "".  Popularized by , the reality TV show about Bobby Brown and Whitney Houston.
herb|||herb|||noun|||a nerd, wimp, .  Origin: the name  is generally thought to be slightly "nerdy."
herb|||herb|||noun|||marijuana.
herf|||herf||||||To smoke a cigar, never a cigarette or anything else.
herking|||herking|||adjective|||huge.  Herculean
hit a lick|||hit a lick|||verb|||to rob somebody or win a large amount of money gambling.
hit a lick|||hit a lick|||verb|||prostitution slang for getting a paying customer.
hit bottom|||hit bottom|||verb|||to be at one's lowest point in life.
hit skins|||hit skins|||verb|||to have sex.
hit that|||hit that|||verb|||to have sex.  See .
hob|||HOB||||||hair on back.
hockey puck|||Hockey Puck    ||||||A moron; someone who is irritating.
hockey puck|||Hockey Puck    |||noun|||an HP-UX computer.
hod|||HOD|||noun|||Hype, Optimism and Dream. Antonym of FUD (Fear, Uncertainty and Doubt).Example: The Tesla bulls started spreading  to push the share price higher and higher during its bubble days.
hoe|||hoe||||||A-. Short for ahole.
hoe|||hoe|||noun|||a general insult, usually applied to females.
hoe|||hoe|||noun|||a promiscuous female.  Diminutive form of "whore."  Also , , .
hoe|||hoe|||noun|||a prostitute.  Diminutive form of "whore."  Also spelled .
hoe|||hoe|||noun|||an affectionate term for a friend.  Used in greeting, typically between males.
hoe|||hoe|||noun|||a low-class female.
hoe|||hoe|||noun|||a promiscuous person of either gender.
hoe|||hoe|||notes|||"" also has non-slang meanings.
hog|||hog|||noun|||a police officer.  See also .
hog|||hog|||noun|||penis.
hog|||hog|||noun|||a motorcycle, especially from the Harley Davidson company.
hog|||hog|||noun|||an overweight person.
hog|||hog|||noun|||a greedy person.
hog|||hog|||noun|||programs, hardware, people, etc. that use up more than a fair share of some resource.
hog|||hog|||verb - transitive|||to take more than one's fair share of something.
ho ho|||ho ho||||||floozy, a prostitute, or someone who dresses or acts like a floozy, can be used teasingly.
hold down|||hold down|||verb - transitive|||be there for you.
hole|||hole|||noun|||a very unpleasant place.
hole|||hole|||noun|||mouth.
holidays, the|||holidays, the    |||noun - plural|||all-inclusive term for the holiday season at the end of the Gregorian calendar.  It includes all holidays between (and including) Thanksgiving and New Year's Day.
homebody|||homebody||||||a person who prefers staying at home over going out.
hon|||hon|||noun|||abbreviated form of "".
hon|||hon|||notes|||As of 2010/2011, this term is the subject of legal action (and considerable discussion) in Baltimore, Maryland, USA, where a cafe owner has trademarked the term.  See e.g. 's article "".For general information regarding Baltimore and "", see the Wikipedia article "".
honeymoon|||honeymoon||||||the brief, happy period after a major change.
honk|||honk||||||to vomit.
honk|||honk||||||To vomit. Possible origin is "Wayne's World."
honk|||honk|||verb|||to smells bad.
honk|||honk|||verb|||To vomit.
hoochie|||hoochie    |||noun|||a promiscuous female.  Also  and .
hood beast|||hood beast|||noun|||a , especially a male .
hook up with|||hook up with|||verb|||See .
hoopty|||hoopty    |||adjective|||of poor quality, displeasing.
hoopty|||hoopty    |||noun|||an unattractive (e.g. rusted, dented,) undependable, old automobile.
hoopty|||hoopty    |||noun|||Something so ugly or broken down that you are embarrassed to be seen near it.
hoopty|||hoopty    |||notes|||Also spelled "", "".
hop|||hop||||||Come over or climb or jump over-'C'mon mate  over here'
hop|||hop||||||get into-I'm going to  in to bed or  into the car'
horny|||horny    |||adjective|||in want of sexual activity.
hoss up|||hoss up|||verb - transitive|||the female version of "".
hot|||hot|||adjective|||stolen.
hot|||hot|||adjective|||attractive.
hot|||hot|||adjective|||very angry.
hot|||hot|||adjective|||very good, excellent; ""; "".
hot|||hot|||adjective|||popular.  When applied to a person, usually only used in reference to public figures.
hot|||hot|||adjective|||skilled.
hot|||hot|||adjective|||Known by and under the investigation of authorities for his/her criminal activities.
hot|||hot|||adjective|||arousing.
hot and heavy|||hot and heavy|||adjective|||sexually passionate.
hothead|||hothead|||noun|||a person who is quick to become  (i.e. angry.)
hugemongous|||hugemongous    |||adjective|||"".
hung up|||hung up||||||delayed. hindered.
hung up|||hung up||||||anxious.
hunker down|||hunker down||||||Hunker Down is when deer go crouch down and hold their position (hunting term)
hunker down|||hunker down|||verb|||To dig in or crouch for the purpose of waiting out or avoiding an undesirable event or situation.
hunker down|||hunker down|||verb|||to prepare for a task or get to work on a task.
hurt|||hurt||||||very drunk or .
hurt|||hurt||||||to be generally displeasing.
hurt|||hurt||||||hung-over.
hurt|||hurt||||||how bad of a fool someone made of themselves.
hurt|||hurt||||||something that is unattractive or extremely unattractive or trying too hard to be attractive or - in the case of an object or place - is dilapidated.
hurt|||hurt|||adjective|||unattractive.
hurt|||hurt|||verb - intransitive|||to be unattractive.
hurt locker|||hurt locker|||noun|||a metaphorical bad place one goes to after/while experiencing defeat, injury, distress, etc.  Military slang.
hushzone|||hushzone|||noun|||a quiet area.  Mainly out-doors, with no artifactual noise and very minimal ambient noise.
hydro|||hydro    |||noun - uncountable|||marijuana grown hydroponically or otherwise artificially cultivated to increase its potency.  From "hydroponics".  Also .
hydro|||hydro    |||noun - uncountable|||high-quality, high-priced marijuana.
hyped up|||hyped up|||adjective|||overly excited.
if'n|||if'n|||other|||Synonym: ifExample:  I loan you a dollar, when will you pay it back?Example: He'll help me,  I paint his boat.
imho|||IMHO||||||acronym for "in my humble opinion".  Used mainly in computer-based conversation (instant messaging, email, text messaging, etc.)  Contrast with .
in a nutshell|||in a nutshell||||||in summary.
inhale|||inhale    |||verb - transitive|||to consume quickly.
in high cotton|||in high cotton||||||Well off, especially in terms of happiness or satisfaction.For example, "We are living  since we moved to our new location."In use at least since the early 1920's, especially in the South.  Relates to the high price of cotton while other commodities were decreasing in value or to tall cotton plants which produced more bolls.
in high cotton|||in high cotton|||adjective|||in a low-effort work zone.
in (one's) bag|||in (one's) bag||||||in a bad mood.  Also .
in (one's) bag|||in (one's) bag|||expression|||to be in a zone or on top of your game.
in (one's) eye|||in (one's) eye|||interjection|||same as "I told (one) so."
inside|||inside|||adjective|||a member of a criminal organization while covertly working for authorities.
inside job|||inside job|||noun|||a crime committed by a person within an organization or place.
in the cards|||in the cards|||adjective|||destined to be.
in the hot seat|||in the hot seat||||||being subjected to interrogation.
in the slammer|||in the slammer|||adjective|||in prison.
irish handcuffs|||Irish handcuffs|||noun - plural|||two drinks: one for each hand.  See also .
irl|||IRL    ||||||acronym for "in real life".
itrw|||ITRW    |||other|||acronym for "in the real world".
jabronie|||jabronie    |||noun|||spelling variant of .
jacked up|||jacked up    |||adjective|||injured.
jacked up|||jacked up    |||adjective|||broken or ruined.
jacked up|||jacked up    |||adjective|||displeasing, rude, not proper, etc.
jacked up|||jacked up    |||adjective|||abnormal, when describing a person.
jacked up|||jacked up    |||adjective|||in a generally poor condition.
jacked up|||jacked up    |||adjective|||under the influence of stimulants.
jack shit|||jack shit|||noun - uncountable|||anything.  Always used in the negative sense, meaning nothing.
jack shit|||jack shit|||noun - uncountable|||nothing.
jammie|||jammie||||||related to "", i.e. pajamas.
jank|||jank|||adjective|||generally displeasing.
jank|||jank|||noun|||someone or something that is  (displeasing).
jank|||jank|||noun|||a replacement word for an unnamed object or thing.
jank|||jank|||noun - uncountable|||stuff, things.
jank|||jank|||noun - uncountable|||semen.
jank|||jank|||other|||an all-purpose word that can mean literally anything, yet really means nothing on its own.  Understood by the context in which it is used.
jank|||jank|||verb - transitive|||to hit.
jank|||jank|||verb - transitive|||to steal.
jb|||JB    |||noun - uncountable|||acronym for .
jeepers creepers|||jeepers creepers|||interjection|||used to express surprise, disbelief etc.  Euphemism for "".
jesus christmas|||Jesus Christmas|||interjection|||euphemism for .
jib|||jib||||||To procrastinate over a task or to completely forget it.
jib|||jib||||||marijuana.
jib|||jib|||noun|||the drug crystal methamphetamine (aka crystal meth.)
jib|||jib|||verb|||the faces pulled whilst on drugs.  From the slang term "" meaning the drug crystal methamphetamine (aka crystal meth.)
jib|||jib|||verb|||(v) to "goof around" doing tricks and stunts; could be mountain/trails/BMX biking, skating, skateboarding,  snowboarding, whatever...
jib|||jib|||verb|||Skiing or snowboarding in a terrain park or in the backcountry, especially performing jumps and tricks.
jihad|||jihad||||||a holy war undertaken by Muslims.  (not slang)
jihad|||jihad||||||a crusade taken against something.
jim|||Jim||||||Any individual, or the substitution of a name
jippo|||Jippo||||||A term used by Canadian peacekeepers to refer to people of Egypt.
jit|||jit||||||A young person.
jit|||jit||||||A U.S. five-cent piece. A nickel.
jit|||jit|||noun|||semen
jit|||jit|||noun|||a younger less respected person
jitterbug|||jitterbug||||||one who is younger than oneself.  Also .
jitterbug|||jitterbug||||||a person, normally a female, who can stop moving, be it moving, dancing, or twitching.
jiz|||jiz|||noun - uncountable|||spelling variant of .
