ballet|||A form of dance that requires thorough use of technique. Ballet dancers must have this technique and a great deal of strength to be able to do the steps, but also must look graceful and expressive at the same time. Ignorant people do not appreciate the strength and beauty of this high art.|||ballet teacher "i want to see you be more expressive with your face"student "okay, yeah, i was just concentrating on everything else"ballet teacher "when you're more familiar with the steps it will be easier for you"|||555,57
ballet|||a very fun but yet VERY time taking form of dance. you have to work your ass off to get anywhere with it!!! you always hope for good parts from your dance teacher.|||a ballet students schedule....mon.-ballettue.-balletwed.- balletthurs.- balletfri.-balletsat.-balletsun.-ballet|||450,99
ballet|||The earliest known origins of ballets were lavish entertainments given in the courts of Renaissance Italy. The Italian court ballets were further developed in France. Le Ballet Comique de la Reine (The Queen's Ballet Comedy), the first ballet for which a complete score survived, was performed in Paris in 1581. Most French court ballets consisted of dance scenes linked by a minimum of plot. Because they were designed principally for the entertainment of the aristocracy, rich costumes, scenery, and elaborate stage effects were emphasized. In 1661 Louis XIV established the Acad‚mie Royale de Danse, a professional organization for dancing masters. He himself stopped dancing in 1670, and his courtiers followed his example. By then the court was already giving way to professional dancing. At first all the dancers were men, and men in masks danced women's roles. The first female dancers to perform professionally in a theater production appeared (1681) in Le Triomphe de l'Amour (The Triumph of Love).Eighteenth-century dancers were encumbered by masks, wigs or large headdresses, and heeled shoes. Women wore panniers, hoopskirts draped at the sides for fullness. Men often wore the tonnelet, a knee-length hoopskirt. Despite the brilliance of the French dancers, choreographers working outside Paris achieved more dramatic expression. In London the English choreographer John Weaver eliminated words and tried to convey dramatic action through dance and pantomime. In Vienna the Austrian choreographer Franz Hilverding and his Italian pupil Gasparo Angiolini experimented with dramatic themes and gestures. La Sylphide, first performed in Paris in 1832, introduced the period of the romantic ballet.Women dominated this period. Although good male dancers such as the Frenchmen Jules Perrot and Arthur Saint-L‚on were performing, they were eclipsed by ballerinas such as Taglioni, Elssler, the Italians Carlotta Grisi and Fanny Cerrito, and others.In the 1920s and 1930s, modern dance began to be developed in the United States and Germany. Two great American companies were founded in New York City in the 1940s, American Ballet Theatre and the New York City Ballet. The latter drew many of its dancers from the School of American Ballet established by Balanchine and Kirstein in 1934. Since the mid-20th century, companies have been founded in many cities throughout the United States and in Canada, among them: the National Ballet of Canada, in Toronto (1951); Les Grands Ballets Canadiens, in Montreal (1952); the Pennsylvania Ballet, in Philadelphia (1963); and the Houston Ballet (1963).Beginning in 1956, Russian companies such as the Bolshoi and Kirov performed in the West for the first time. The intense dramatic feeling and technical virtuosity of the Russians made a great impact. Russian influence continues today, both through visits from Russian companies and the activities of defecting Soviet dancers such as Rudolf Nureyev, artistic director of the Paris Opera Ballet from 1983 to 1989; Natalia Makarova; and Mikhail Baryshnikov, director of the American Ballet Theatre, New York City, from 1980 to 1989.Dance in general underwent an enormous upsurge in popularity beginning in the mid-1960s. It began to show the influence of a younger audience, in both themes and style. The athleticism of dancing was enjoyed in much the same way as sports, and virtuosic steps were admired for their challenge and daring. Popular music such as rock and roll and jazz was used to accompany many ballets. Today's ballet repertoire offers great variety. New repertoire and reconstructions and restagings of older ballets coexist with new works created by modern-dance choreographers for companies. Choreographers experiment with both new and traditional forms and styles, and dancers constantly seek to extend their technical and dramatic range. The frequent tours of companies allow audiences throughout the world to experience the full spectrum of today's ballet activity.|||Swan Lake...Romeo and Juliet...Giselle...|||263,77
ballet|||The closest one can get to flying.|||"My soul is in the sky."-William Shakespeare~~~~Person: Why do you love ballet so much, if your feet look like THAT?Dancer: It's as close as one can get to flying.|||201,32
Mutilated|||Multiple wounds inflicted on to a person, causing death or severe pain|||Mutilation: Dislimb, Gutting, Slicing, Cutting|||36,15
Shabbing|||A word used to describe anyone who has been shot or stabbed.|||Yo, did you hear about all the shabbings in Toronto?|||1,0
Carousel|||When a woman is standing in the middle of like 20 guys and swallows everything ... the opposite of a train. A disgusting internal Bukkake Throat-baby of massive proportions.|||Lil Kim nearly died when she rode the carousel and there was 1 pint of sperm in her stomach.|||22,10
Carousel|||1. some type of ride involving fake horses 2. an awsome song by the band Hybrid Theory, who has since then changed their name to Linkin Park and gone on to continue making awsome songs|||1. i havnt been on a carousel in a long while 2. ive been listening to "carousel" on repeat for about an hour now|||31,20
Carousel|||*Takes some pretty high level sex-skills*Man lays down, girl rides. literally. Have your girl spin as she moves up and down. Be careful of friction. Good luck!|||A: How'd last night go?P: Perfect.A: Carousel?P: yup.A: Get it in.|||8,13
Carousel|||I dunno wut the rest of u guys hoo r doing these definitons are thinkin, but carousel is a musical. the movie stars shirley jones and gordon macrae.|||Im doing the show Carousel this summer|||10,23
Carousel|||getting fucked in the a-hole while having your head slammed against the ground. This can be done with straights or gays.|||Let me ride on the carousel daddy, I want my fucking face to bleed all over your cock!|||19,41
Carousel|||Turn around (christ o mega)|||U need to carousel, u are cramping my space!!|||3,28
Treeware|||Documents made of paper, like an anablog, in contrast to electronic documents.|||Print out the treeware and we can send it via snail mail.|||281,169
Treeware|||One of those unfortunate 'fringe' words that has entered into the language - not popular enough for you to know what it means and not obscure enough for you never to have come in contact with it. The type of word that thrives in the midst of ego inflating chain mail dreck destined to be circulated by the staff at universities everywhere.  It will be sandwiched between two other equally esoteric words with equally redundant applications.  Used by supposedly tech savvy English Lecturers who believe that their ability to use such terms is inextricably linked with their (immense) technological skill. These are the same Lecturers who spontaneously orgasm over the correct usage of a word like "poleaxed" or wear Atari T-shirts to conventions just for the recognition.|||1  You type "treeware" instead of "hardcopy" when you're writing a cleverly worded course outline with your left hand whilst your right hand is busily engaging in ritual self satisfaction. 2  Mr (X) thought using the word treeware in his course outline would gain him some kudos amongst the class.  Ironically the class had had so little exposure to the word that they all ended up on urban dictionary reading this definition instead.|||211,111
Martian|||Some one who sees the world on a multidimensional level,yet has the understanding that everything and everyone is interconnected like a single organism. Many martians smoke weed and/or use psychedelic drugs to further enhance their knowledge,creativity, and understanding of the universe.|||Many artists are Martians|||199,77
Martian|||1: Of or pertaining to the planet Mars or its hypothetical inhabitants2: A being (presumably intelligent) originating from Mars. Rarely portrayed as peaceful, Martians always seem to desire the conquering or obliteration of Earth.3: Of or pertaining to Mars, the Roman God of War, or to the planet bearing his name; martial|||The antagonists in H.G. Well’s classic science-fiction novel The War of the Worlds|||98,49
Martian|||A person who sees through this world easily, as if he was from a superior planet (Mars - as a first thought).  Some, "advanced" Martians can even get to the point to read people's thoughts. They are known to be getting on well with Jupitarians, as both species have the same view on all brain functions among humans.|||Martian bass player (more popular as "del bosque")|||89,44
Martian|||Those that inhabit my office, i.e. my coworkers.   Said Martians can be detected by listening for incessant laughter at boss's bad jokes, or at anything he says, or laughing at anything for that matter.  Creatures are also known to constantly smile and use exclamation points after every sentence. Every fucking sentence.|||Me: You people are from another fucking planet. Martians: GREAT!!  HAHAHA!! LOL!!! : ) ;) THANKS!! HAVE A GREAT DAY!!! Me:  Seriously, what's wrong with you people?|||16,11
Martian|||1. a person from the planet Mars 2.an adjective used to describe something. Like "awesome" or "exotic" or "wicked" or "bitchin'".|||1. Marvin the Martian is marching back to Mars. 2. I hear this city is really so Martian when it comes to the clubs!|||39,44
Martian|||A human so odd or disgusting looking that they might be an alien.|||Whoa, dude, look at that martian. Do you think it's male or female?|||21,42
Martian|||Another word for a male, as they clearly don't belong in the human race.|||Oh my god, John is, like, the cutest martian I have ever seen!|||5,36
nailfile|||thin section of steel sandpaper used to fix your ugly nails|||I used a nail file to break out of jail.|||8,2
nailfile|||A tool made from either sandpaper coated wood or metal, used for ladies mainly to shape or reduce their nails. Or fix a broken one. I think a lot of men get quite turned on by it|||Just use the tube or buses regularly. your sure to see someone filing their nails.|||5,0
selfi|||The act of taking a 'selfie' but including one or more other people in your picture.Pronounced: Self•iss|||"That was a really nice cousin selfis you uploaded. I didn't know you had a fourth cousin."|||7,1
selfi|||A photo you take of yourself usually for Facebook, Instagram, etc.|||Her Facebook profile is full of selfies, she loves herself.|||21,2
embark|||to set out on a new journey , or to go forth on a venture|||sarmed: its my birthdaysummer: best wishes on embarking on a new chapter of your life .|||17,2
dne|||Short form for Do Not Erase. It used mostly in colleges where the professor doesn't what something erased from the board.|||At the first lesson the professor wrote on the board the final exam date, encircled it and next to the date put an "DNE" and thus the area remained intact through the school year.|||212,106
dne|||Adjective; Comes for the abbreviation for "Do(es) Not Exist" or "Data, non-existant",  used as jargon between computer programmers referring to non-existent code that programmers claim to have written when errors arise during programming projects.|||Steve claims that he wrote a patch for that problem, but clearly his classes are DNE.|||74,34
dne|||When placed near a writing, drawing, or other marking on a chalkboard or whiteboard, it means "Do Not Erase"|||The mathematician wrote DNE on his whiteboard after finishing a particularly difficult proof.|||48,11
dne|||Drunk and Emotional. What happens when someone drinks to much and gets all hung up on something that makes them cry or act wildy emotional.|||Did you see Jon last night? He got all D 'n' E after that 10th shot of Jack Daniels.|||12,5
dne|||Short form for Do Not Erase. It used mostly in colleges where the professor doesn't what something erased from the board.|||At the first lesson the professor wrote on the board the final exam date, encircled it and next to the date put an "DNE" and thus the area remained intact through the school year.|||15,11
Replacer|||A person who replaces a friend who is of the female species with another of similar species. A typical example of a replacer would be one Eoin O'Sullivan. Recently he replaced Carol Tully with Aislinn Mahon in one swift movement.They now enjoy lunch dates on a regular basis, what a complete bellend!It was a LOL riot|||Eoin 'The Replacer' O'Sullivan|||28,8
Callous|||emotionally hardened; cold-blooded and indurate to public opinion;|||I have become so callous towards your constant critizizam|||60,9
Callous|||Not giving a rat's ass about anything.The extreme of all apathy.Not giving a fuck.Lack of all things binding one's emotions to any actions they commit.|||That man is so callous. He has a family of a wife and six kids but he still drove his car off of a cliff and into a pile of burning tires because his friend said, "Do it, you won't."|||43,12
Callous|||Uncaring, indifferent or unconcerned about the feelings or needs of others, heartless, cruel.|||The wealthy industrialist rolled his eyes in callous disdain as he brushed past a crying child begging for help.The school bully callously humiliated a helpless newcomer.|||13,4
Callous|||thick-skinned english teacher|||BFFADS is an extremely callous man.He is so callous man.|||8,57
durable goods|||a woman that can be used multiple times and never get boring|||good hookers is a type of durable goods|||2,1
dno|||dno is a shortened form of 'don't know'. it's often used in chatrooms or IRC|||person 1: what are we going to do now?person 2: hm.. dno|||72,13
dno|||DNO stands for Dudes Night Out. These occur once every 2-3 months. They usually occur when some bros just want to chill on a Sunday night. The DNO can start with a few beers and will end with what ever the best movie in theaters is. DNO's can not involve women in anyway what so ever.|||Dude 1: Yo you know how we tried to have a DNO this weekend.Dude 2: Ya why was it called off?Dude 1: Because someone thought they would invite a chick.Dude 2: Wow he would, I can't believe he ruined it.|||29,10
dno|||Dummy Number One|||You lost your keys? DNO...|||15,17
non sequitur|||a statement that has little or no relation to what preceded it; illogical inference; (Latin for "it does not follow")|||Example of a non sequitur:Theo lives in a small apartment. Therefore he must have a small penis.|||502,86
non sequitur|||A statement that has little or nothing to do with the preceding statement.|||Non sequitur: Joe: Do you like Green Day? Bill: I'm hungry for wax fruit. Joe: Are you high? Bill: Don't try to catch me, I'm the Mesican drill.|||67,36
non sequitur|||1. Latin phrase roughly translating as "doesn't follow" (think: not-in-sequence), i.e. 'non-sequitur' describes something that doesn't follow on from the preceeding information or context. Often used as a form of humour. 2. Rotate the giraffe.|||See also: Light Bulb|||153,197
non sequitur|||"What is your favorite beer?""Gee, that's a good question - I guess I would have to say Celine Dion CD's are unlistenable."|||"Isn't the definition above an example of a non sequitur?""Well, waking up in a ditch chained to a goat sure ruins your day."|||120,181
non sequitur|||Insightful comic strip, often poking fun at comtemporary religion and governemnt (and society in general). If one should ever encounter an obscure superhero known as Obviousman, know that he was born out of this comic strip.|||Non Sequitur is a philosophical comic strip that effectively combines humor and wonderful insight.|||56,173
non sequitur|||A statement that has no relation to the previous statement. Often used for comical purposes.|||New Kids on the Block had a bunch of hits, Chinese food makes me sick, and I think it's fly when girls stop by for the summer. "Dude, that is so non sequitur."Also, See, LFO's "Summer Girls"|||33,151
non sequitur|||1. An inference or conclusion that does not follow from the premises or evidence.  2. A statement (reply) that does not follow logically from what preceded it.|||None of you have ever heard the word Non Sequitur before.|||33,157
Mannerheim|||A chinese form of art.|||I shall now paint a mannerheim.|||1,19
Fisse|||urban slang for female genitals|||Fisse, fisse, fez, fez|||50,5
Dissocia|||the local skater gang of Acadia University out to mildly inconvenience the town of Wolfvilleknown for using chalk to write on builings instead of spray paint|||"Wow this writing in chalk is such an inconvenience. Now I'm going to have to get a wet cloth to wipe this off. Must have been the work of Dissocia."|||9,5
whoever|||whoever wrote that tom streep is the hottest kid at medford memorial is so going to get fucked up!!!!!|||whoever wrote it about tom|||10,11
whoever|||i wrote it. . . . . . . . . . . .|||k? ? ???? /  /dfv sv b|||2,6
ire|||jamaican word for allright|||don cry woman everyting be ire|||225,98
ire|||the feeling of being high, not necessarily the climax.If you are ire, you are high on ganja and preferably listening to reggae music with your loved ones in the commune of nature, the temple of peace and love. Also can mean happy, content, and connected to the positive energy of the universe, usually comming from a live music jam or spiritual location.|||"ire i unite"Is the call for the international community of marijuana smokers to unite against the evil forces of Babylonand create G*d's universal kindgom of one love, peace, and enlightened conduct (justice) here on Mother Earth.|||84,55
ire|||Short for "I are" which is slang for "I am."|||"There's no tellin' what I'm go'n do/ Baby I're about to show you/ What you been missin' in your li-i-i-ife when I get inside"-Jamie Foxx, Blame It|||7,9
ire|||---I have friends whom are of Jamaican, Haitian, and South African descent respectively. They do use the term "ire" in the same fashion to all of the prior posts to mine.     But, I suspected this, and at least through them; that they also use it in a different condanation. They also use it when they are 'Ire" as in feeling irate, irrated. I have asked them personally; and have witnessed their reactions they are expressing while under diress.      They have explained to me when I inquired just to find out for myself; that it has a dual meaning; for them at least. I am not sure how prevelant this is in regard to statistical determinations. But, this is what they told me. They surely used it freely and openly while seriously irritaded and upset. So, in a nutshell, from what I have seen, it is for some a dual meeting term.|||It is similar to the Non Racist Trad Skins. (or at least it used to when it was more participated in.) In addition, other groups such as S.H.A.R.P.'s (S.kinheads A.gainst R.acial P.rejudice.); when they use the dual meaning term of 'Suss". It can mean to engage in "sussing one out", or "seeing if they have the "suss."; in order to determine another's validity to the subculture whether they're "poseurs" ; or the "real deal."  It can also commonly be heard from conception used as "He's got the "suss" ; in turn, insinuating a seemingly sounding contradictory statement as it would mean to "declare, question and affirm" anothers' validity.  To be suspect. Hope this makes sense and be helpful to some. sorry for the length; just wanted to state and look forward to any feedback regarding the meaning of this term/verbal expression "ire."|||32,62
MUCO|||Multiple Cat Owner. Negative female stereotype.   Typically characterized by frequent mood swings and general lack of emotional stability. Extremely needy and unpredictable.|||Don't get involved with her, she's a total MUCO.|||2,3
hongcouver|||A slang term for the city of Vancouver, British Columbia, Canada. Used because of the high amount of Chinese/Asian people living in the Lower Mainland.|||"Vancouver, or as we call it down here, Hongcouver, they can fight for those jobs, but may the best province win." - Arnold Schwarzenegger|||198,27
hongcouver|||The city of Vancouver, which has a large population of transplanted Chinese from Hong Kong. Not necessarily a slur, just a funny word. It can refer to any china town district.Synonym: "Chinglishville"Antonyms:a)"Bubbatown", a place inhabited exclusivly by red neck Caucasians. b)"Biffsburgh", white suburb.|||Hey, I'm hungry for Chinese; let's pop over to Hongcouver.|||58,26
hongcouver|||A popular slang word used mostly amongst people inhabiting Vancouver, British Columbia. as a reference to the vast amount of asians living there. (60% Asain to be exact)|||Bill: Hey tom where are you going this weekend?Tom: I'm going down to Hong Couver..Bill: Shit son, bring your chinese/english dictionary.|||8,14
Pover|||A slang term for "poor person" or "poverty", used often by Ja'mie in Summer Heights High.|||It's not their fault that they're pover public school bitches!|||27,11
Pover|||puh-ver - To urinate while hovering over a filthy toilet.|||The toilet was so disgusting I had to p'over!|||6,1
Pover|||A carrier of the rare "P-Virus" sexual transmitted disease. To date, he is the only known carrier.Also identifiable by the mating call "but thassss not aaaaallll..." usually delivered with copious tapping of his gargantuan nose.|||Povers: What do you get when you cross a duck with a cow?Unfortunate Victim: What?Povers: A DUCKCOW!|||3,0
Pover|||When you see a girl and you want to tell your friend that you would bang her.|||*women walks by*Guy 1: Oh my god...Guy 2: 100% pover|||1,0
Pover|||a sleepover but just take the sleep off and add the p---great word|||Tommorow we will be having a pover|||9,9
Pover|||a sleepover usually including to high school girls. sexual relations may occur, but there is no actual proof. this may include all high school girls, but most often the seniors.|||Girl#1: pover tonight?!Girl#2: yes! and tomorrow!?|||3,6
Pover|||a sleep over that you have with lots of friends, the last letter of sleeP and the word Over - p'over|||Hey girlfriends let's have a p'over friday night and watch movies!!!|||10,28
setin|||setin; funny, cute, loving, and someone who is very caring. someone whom you what to keep for a long period of time. he'll never give up on you, and he is a great boyfriend, very loving, and very cool, good friend to keep around, but be aware, sometimes tells you he loves you when not meaning it, so watch out, and be sure that he really does mean itt. other then that HE THE BESTT! (oh and great with words)|||wow, setin.... i don't know what to say, your words are just so sweet (:|||2,1
aargh|||To express dismay in the manner of a pirate|||"Aargh, me hands cut off!"|||390,112
aargh|||Castle where the Holy Grail is supposedly found.|||"The Holy Grail shall me found in the Castle of Aaaaaaaargh..."|||190,91
aargh|||a word that proclaims sorrow, annoyance, defeat, anger, depression, hopelessness, and confusion.|||MOM: No, you can't do anything until this room is clean.YOU: Aaaargh. YOU: Aaaaargh my life is meaningless!! KID: Oh whoops. I spilled grape jelly on your history project.YOU: AAAAAARGH YOU MORON!!!!! HERO: Ahha I have slain the villain with no nameVILLAIN WITH NO NAME: Aaaargh I'm defeated YOU (in a chat full of 6th graders): AAARRGH WHAT THE HELL IS GOING ON????|||110,23
aargh|||A pirate exclamation. Meaning anything or nothing more than to remind the listener that the speaker is a pirate. A variant of yarr.|||Aargh, wench, where be me grog now?|||28,10
aargh|||What Charlie Brown says after he missing the football.|||This time I'm going to kick that football.  aargh!|||43,26
aargh|||imitation of pirate.in the foulest of form.|||aargh matey you will step away from my booze you shum bucket;for i will flog you unmercifully.|||14,31
aargh|||Its a anomatopoetic word or whatever.  Characterizes a sound that people make when they're distressed.|||"Aarghhhh ya free tommorow night?"|||16,53
catracho|||A male born in Honduras.|||Hoye catracho, para donde vas?|||216,42
catracho|||Catracho is a name for a male that has family from Honduras, OR born in Honduras. Just as a Catracha (with "a" at the end) is a female born in Honduras or with family from Honduras. For example, how Mexican Americans have their name which is Chicano, Hondurans have Catracho/Catracha.  Other things can be Catracho or Catracha. In a big type of Honduran music, punta music, people will say "Punta Catracha!!!" meaning Punta music from Honduras.|||person A: Hey what is that guy over there with a blue white and blue flag with five stars in the middle? Person B: that guy is a proud Catracho.or... Person A: Did you notice that All White T's Made from Kirkland are made in Honduras? Person B: *Checks his T* Wow your right! I guess i got a Catracho T. Or Camisa Catracha.|||79,27
catracho|||A slang name for people from Honduras.|||Anthony is a catracho feo|||15,19
maje|||1) like stupid, 2) bad asscan also be used when talking to friends, it all depends when and how you use it(used mostly by Central Americans)|||1)no sea maje mandon't be stupid man 2) el es un majehe is a badass que onda maje(whatz up fool)|||147,55
maje|||Not to be confused with the costarrican mae. Maje is a word vastly used in Honduras, El Salvador and Nicaragua and it basically stands for "Dude" but can also be used in several contexts. It may also mean dumb or fool.|||1. Qué ondas, maje? What´s up, dude?2. No seas maje, maje! (don´t be a fool, dude! This is my favorite)|||81,25
maje|||Dude.  Something you say to buddies in Central America, Costa Rica in particular.  Pronounced rapidly as "ma-eh," and thus is often confused and spelled as mae.|||English:"How's it going, maje?"Spanish:"¿Como te vas, maje?"|||145,99
maje|||Costarrican word similar in meaning to dunce, dummy, or idiot.  Someone lacking mental dexterity.  Not to be confused with the also Costarrican mae, which is equivalent to the American dude.|||Mae, no seas tan maje!Dude, don't be such an idiot!|||71,73
maje|||A type of knife attack used mainly to show power from the user to the subject of the attack.The knife is held loosely with the blade facing down, between the base of the thumb and next to the knuckle. It is then brought near the face of the subject and "flicked" at them, to give a light cut.It will not do much damage but will show that the user could do a lot more to the subject.|||the leader of a gang would use majes to some one that just entered the gang and screwed up in one way or another to get them back in line.|||3,6
maje|||Incredibly sexy person, who is perfect in every way :) Une petite putain de caresse|||DAMN she's hot! *faints*|||36,138
arkie|||Alternate spelling for Arky, the more common spelling for the slang word used for an Arkansan which is the proper adjective to describe a person born in Arkansas.|||My husband is an Arkie because he was born in Little Rock, Arkansas. I am not an Arkie because I was born in another State.|||9,7
arkie|||an Arkansan.|||She is an Arkie by birth.|||1,0
arkie|||Person from the south who came west to pick crops, usually called Oakie, but as long as their family is from the south they are an Oakie or Arkie||||||6,13
arkie|||A militant christian who enjoys burning abortion clinics and tasmanians. Quietly spoken in real life and on irc an arkie can lash out with little warning or provocation. They should be especially feared when armed with a bible (and in fact gave rise to the term bible-basher).|||<arkie> hi<kadath> hey arks<arkie> you wanna die you heathen prick?|||5,28
DNC|||Democratic National Committee|||Todd: I didn't know Barack Obama belonged to a racist church and goes out of his way not to wear an American lapel pin. Chuck: Are you sorry you voted for him? Todd: Yeah. Chuck: Call the DNC and tell them you changed your mind. Todd: Thanks! I will! Chuck: Dumbass.|||122,24
DNC|||Does Not ComputeCommunicates a total lack of understanding for the current state of affairs.|||Dude A:"Hey man, I just finished my new time machine and went back 100 years and accidentally killed my great grandfather"Dude B:"Then how the hell are we even having this conversation, DNC!"|||17,4
DNC|||DNC definition; Democratic National Committee.  They are considered by millions of Americans as Gypsies, Tramps and Thieves.|||1.  The 2008 DNC "selected" the democratic nominee over "electing" the candidate with the popular vote. 2. Florida residents take heed, you should insist on paying half your taxes since your only half a person in the eyes of the DNC.|||19,18
DNC|||DNC stands for Definitely Not a Crap.A "crap" is an attractive girl. When you see them you say, "oh, crap."So when the term DNC is used, you are referring to an unattractive woman.|||Josh - "Hey, Chris you see that chick?"Chris - "Yea man, shes a DNC"|||5,7
DNC|||Initials for: "Dude, Not Cool". A quick way to express annoyance or anger with a friend or associate when their stupidity or incompetence has reached a level that has left you without words, or is otherwise unacceptable.|||Joe: Hey, Mike! I saw Matt's daughter with some of her friends at a club last night. I would totally hit that.Mike: Don't ever tell him that story. You shouldn't have even told me; that's a total 'DNC'.ORJosh: Dude, last night at dinner, I accidentally told my mom that you had a crush on her.Pete: What the fcuk? DNC.|||6,11
DNC|||Democratic National Convention.|||The DNC is next week. These conventions are pretty much like preaching to the already converted.|||33,41
DNC|||Abbreviation for "do not care".|||My mom told me to clean up my room because it was an eyesore, but I was like, "Whatevz. DNC gurl..."|||23,40
Indicativa|||A cross breed of marijuana combining the sativa and indica strains of the plant, thus getting the best of both plants. It is a hybrid, therefore it is uncapable of reproduction, so any indicativa you see, was cross bred and is a first generation plant. Very potent and rare subspeicies of marijuana, highly desired by all true stoners.|||Dude, my brother has a pound of some good indicativa he grew himself!|||9,4
Chair|||(N) A raised platform on one would sit to keep one's self off the dirt which is on the ground. Chairs, the plural of chair, can be padded to maximize the comfortility of one's sitting session.|||-"Dude that is a nice chair your sitting on, i love the padding on it, it must be such a comfortable sitting session you are experiencing" "yes, quite"|||269,107
Chair|||a fun sized couch|||fred: lets go sit on the couchbob: nah.. chairs where its at.|||180,60
Chair|||The pairing/ship for Chuck Bass and Blair Waldorf in Gossip Girl.Chuck is played by Ed WestwickBlair is played by Leighton Meester|||My perfect couple in GG is Chair.|||152,42
Chair|||An uncommon sexual position, where the willing or usually unwilling participant is strapped into a lawn chair (the conventional method is duct tape but varied uses have included rope, electrical cords and Christmas lights.)  The person is then flipped upside down and a hole is cut out of the seat, exposing the person's anus and/or genitalia, creating a make-shift glory hole for instant gratification.  Common practice is to "chair" outside but the more bashful often commence the activity in the garage or pool house.|||Pull out a chair for the lady...|||137,62
Chair|||n. A very small measurement of distance. Derived from cunt hair, or more specifically the width of one.|||Okay, We've almost got it in the right spot, just move it a c hair to the left.|||151,83
Chair|||almost always useful. a person has to invest a great amount of faith into this object, for if it breaks (which is entirely possible) then one is putting the fact that they are currently not disabled at great risk ie. they could become disabled|||Boy1: What you on bruv?Boy2: A chairBoy1: Isit? That's Sick Boy2: Yeh, but I'm being careful though, 'cos if it breaks I could end up disabled. Boy1: Mate, I wouldn't take the risk; I don't even sit on chairs anymore|||106,49
Chair|||when spanish speakinq person is tryinq to say share.|||Will you chair that taco with me?|||90,45
Text Message|||1. a way for teens to breakup with each other...2. The act of messaging someone via cellular device...3. something that the cellular phone companies use to gain mucho Dinero off horomonally stressed teens...|||1. oh my gosh! john just broke my heart via text message *cries*2. i just got a text message! SWEET!!!3. I just got a text message! it only cost me 10 cents, and i diddnt agree to recieve it!  YES!|||266,102
Text Message|||when someone sends a text, most likely when they are under the influence, and the recipient can't make out a single word that they were trying to say mostly because the sender has lost the ability to spell.|||Drunk Sender: Hie budbie, can u gixe mi a rido himo?Reciever: What? This is a total text MESSage!|||50,20
Text Message|||What teenagers do while trying to order their food from a fast-food restaurant from employees who ar working there to pay off their student loans.|||Fast-Food Employee: Hi, how can I help you?Teenager (while typing a text message): Yeah...uh...um....Fast-Food Emlpoyee: Are you ready to order?Teenager (still texting): Uh....yeah....uh....Fast-Food Employee: (slightly annoyed): Have you decided what you'd like to order today?Teenaer (still texting): Uh....um....I would like....um.....uh....Fast-Food Employee: F*ck this! I'm going to the Navy.|||28,9
Text Message|||the dumbest fucking thing ever created.usually used instead of just calling one and talking thusmaking a simple 5 or 10 minute conversation last20 to 30 minutes or more depending on texting skills.sends user into a zombie like state cause ones littlefucking pea sized brain cant handle more than one thing at a time|||fuck the text message example theres no need,look out side your window and you will see someonetexting thats your fucking example, its like aids all the fuck over with no cure.|||15,5
Text Message|||When you tell someone to send you meaningless texts just so that you can use your phone to massage yourself or somebody else.|||Hey John can you give me a Text message? Just send me the same text like 50 times.|||10,21
airball|||1) A shot in the game of basketball that does not make contact with the goal. 2) A word chanted by basketball spectators when a player fires a horribly errant shot.|||Kobe Bryant hoisted up a three-pointer but it was a total airball. The Arizona State player tossed up a horrible shot, and the crowd chanted, "AIRBALL! AIRBALL!"|||63,24
airball|||A term used to describe a sent text message with no reply, usually in regards to the attempted courting of a female.|||Jay: Yo did you text that broad?Jason: Airball|||26,4
airball|||to miss out, not show up, or not partake in an event, regardless of reason.|||dude you airballed the party on saturday!don't airball on our race after school.you didn't make the game last night, you airballed it!|||13,7
airball|||a type of paintball play.  A field with inflatable bunkers for paintball games.|||I went paintballing over the weekend, and there was an airball field to play on.|||23,17
airball|||What a retarded person refers to bubbles as|||The air balls aeriate the water in the fish tank|||1,3
airball|||when you are having oral sex and you cum but miss the girl.|||I was about to cum but turned at the last second and air balled and hit and hit the sheets instead of courtney|||6,18
koho|||Seoul sister doin' it for won; easy pusan-y punani(see also korwhore)|||Got dough, wanna go, gonna blow on koho|||11,4
koho|||Fo shizzel bitchez Koho aighnt a Ho. Itz a Hockey equipment company innit. So fuck U that say itz sum sort hof Ho. Get a BAR fakaz liars get a BAR dis hiz da premiere go Pro Def. KOHO iz the best hockey stick maker in da wurld along wid ovur great hockey equipment thatll smash U head Right frough da boards stizzle.|||LTZ: What type of stick should I buy this year. MC Liquid: Yo buy a Koho man dere sweet shit hardcore.|||10,5
trash can|||What Lars Ulrich uses as drums on St. Anger||||||76,26
trash can|||noun: a bin that holds garbage until it is collected|||I put my garbage in a trash can. Then I put my trash can at the end of my driveway   so the the garbage man people can pick it up.|||53,24
trash can|||A slutty loose woman|||That chick is the neighboorhood trashcan! We all throw some junk in her!|||20,7
trash can|||A person that takes advantage of the anyone and everyone around them for their own personal gain.|||Lucas is such a trash can that he received a $10 tip for a service that his co-worker performed.|||23,10
trash can|||when you mix a bunch of different liquors together in a glass & drink it. Inevitably, you will puke your brains out.|||Dude, i got wasted off of trash cans last night & i threw up so much this morning.|||17,8
trash can|||A person who has no social life, and have mean looks on their faces. Ususaly people who are "ratty" and dont have a life|||Hey trashcan!! Your dumb!!|||17,16
trash can|||Frantically completing something at the last minute.Derived from the act of having to eat your lunch over a trashcan on the way to class after spending the lunch period hastily completing an assignment.|||I totally forgot about that worksheet, and had to trashcan it; I got a 54.|||8,8
